run,metric,iteration,value
terminal_ppo,terminal_reward,297,-30.573598861694336
terminal_ppo,terminal_reward,298,-30.573598861694336
terminal_ppo,terminal_reward,299,-30.573598861694336
terminal_ppo,terminal_reward,300,-30.573598861694336
terminal_ppo,terminal_reward,301,-30.573598861694336
terminal_ppo,terminal_reward,302,-30.573598861694336
terminal_ppo,terminal_reward,303,-30.573598861694336
terminal_ppo,terminal_reward,304,-30.573598861694336
terminal_ppo,terminal_reward,305,-30.573598861694336
terminal_ppo,terminal_reward,306,-30.573598861694336
terminal_ppo,terminal_reward,307,-30.573598861694336
terminal_ppo,terminal_reward,308,-30.573598861694336
terminal_ppo,terminal_reward,309,-30.573598861694336
terminal_ppo,terminal_reward,310,-30.573598861694336
terminal_ppo,terminal_reward,311,-30.573598861694336
terminal_ppo,terminal_reward,312,-30.573598861694336
terminal_ppo,terminal_reward,313,-30.573598861694336
terminal_ppo,terminal_reward,314,-30.573598861694336
terminal_ppo,terminal_reward,315,-30.573598861694336
terminal_ppo,terminal_reward,316,-30.573598861694336
terminal_ppo,terminal_reward,317,-30.573598861694336
terminal_ppo,terminal_reward,318,-30.573598861694336
terminal_ppo,terminal_reward,319,-30.573598861694336
terminal_ppo,terminal_reward,320,-30.573598861694336
terminal_ppo,terminal_reward,321,-30.573598861694336
terminal_ppo,terminal_reward,322,-30.573598861694336
terminal_ppo,terminal_reward,323,-30.573598861694336
terminal_ppo,terminal_reward,324,-30.573598861694336
terminal_ppo,terminal_reward,325,-30.573598861694336
terminal_ppo,terminal_reward,326,-30.573598861694336
terminal_ppo,terminal_reward,327,-30.573598861694336
terminal_ppo,terminal_reward,328,-30.573598861694336
terminal_ppo,terminal_reward,329,-30.573598861694336
terminal_ppo,terminal_reward,330,-30.573598861694336
terminal_ppo,terminal_reward,331,-30.573598861694336
terminal_ppo,terminal_reward,332,-30.573598861694336
terminal_ppo,terminal_reward,333,-30.573598861694336
terminal_ppo,terminal_reward,334,394.54296875
terminal_ppo,terminal_reward,335,394.54296875
terminal_ppo,terminal_reward,336,258.11407470703125
terminal_ppo,terminal_reward,337,381.66119384765625
terminal_ppo,terminal_reward,338,408.2222595214844
terminal_ppo,terminal_reward,339,408.2222595214844
terminal_ppo,terminal_reward,340,329.100341796875
terminal_ppo,terminal_reward,341,138.22312927246094
terminal_ppo,terminal_reward,342,102.37913513183594
terminal_ppo,terminal_reward,343,83.93339538574219
terminal_ppo,terminal_reward,344,83.93339538574219
terminal_ppo,terminal_reward,345,83.93339538574219
terminal_ppo,terminal_reward,346,83.93339538574219
terminal_ppo,terminal_reward,347,83.93339538574219
terminal_ppo,terminal_reward,348,83.93339538574219
terminal_ppo,terminal_reward,349,83.93339538574219
terminal_ppo,terminal_reward,350,83.93339538574219
terminal_ppo,terminal_reward,351,83.93339538574219
terminal_ppo,terminal_reward,352,83.93339538574219
terminal_ppo,terminal_reward,353,83.93339538574219
terminal_ppo,terminal_reward,354,83.93339538574219
terminal_ppo,terminal_reward,355,83.93339538574219
terminal_ppo,terminal_reward,356,83.93339538574219
terminal_ppo,terminal_reward,357,83.93339538574219
terminal_ppo,terminal_reward,358,83.93339538574219
terminal_ppo,terminal_reward,359,83.93339538574219
terminal_ppo,terminal_reward,360,83.93339538574219
terminal_ppo,terminal_reward,361,83.93339538574219
terminal_ppo,terminal_reward,362,83.93339538574219
terminal_ppo,terminal_reward,363,83.93339538574219
terminal_ppo,terminal_reward,364,83.93339538574219
terminal_ppo,terminal_reward,365,83.93339538574219
terminal_ppo,terminal_reward,366,83.93339538574219
terminal_ppo,terminal_reward,367,83.93339538574219
terminal_ppo,terminal_reward,368,83.93339538574219
terminal_ppo,terminal_reward,369,83.93339538574219
terminal_ppo,terminal_reward,370,83.93339538574219
terminal_ppo,terminal_reward,371,83.93339538574219
terminal_ppo,terminal_reward,372,83.93339538574219
terminal_ppo,terminal_reward,373,83.93339538574219
terminal_ppo,terminal_reward,374,83.93339538574219
terminal_ppo,terminal_reward,375,83.93339538574219
terminal_ppo,terminal_reward,376,83.93339538574219
terminal_ppo,terminal_reward,377,83.93339538574219
terminal_ppo,terminal_reward,378,83.93339538574219
terminal_ppo,terminal_reward,379,83.93339538574219
terminal_ppo,terminal_reward,380,83.93339538574219
terminal_ppo,terminal_reward,381,83.93339538574219
terminal_ppo,terminal_reward,382,83.93339538574219
terminal_ppo,terminal_reward,383,83.93339538574219
terminal_ppo,terminal_reward,384,83.93339538574219
terminal_ppo,terminal_reward,385,83.93339538574219
terminal_ppo,terminal_reward,386,83.93339538574219
terminal_ppo,terminal_reward,387,83.93339538574219
terminal_ppo,terminal_reward,388,83.93339538574219
terminal_ppo,terminal_reward,389,83.93339538574219
terminal_ppo,terminal_reward,390,83.93339538574219
terminal_ppo,terminal_reward,391,83.93339538574219
terminal_ppo,terminal_reward,392,83.93339538574219
terminal_ppo,terminal_reward,393,83.93339538574219
terminal_ppo,terminal_reward,394,83.93339538574219
terminal_ppo,terminal_reward,395,83.93339538574219
terminal_ppo,terminal_reward,396,83.93339538574219
terminal_ppo,terminal_reward,397,83.93339538574219
terminal_ppo,terminal_reward,398,83.93339538574219
terminal_ppo,terminal_reward,399,83.93339538574219
terminal_ppo,terminal_reward,400,83.93339538574219
terminal_ppo,terminal_reward,401,83.93339538574219
terminal_ppo,terminal_reward,402,83.93339538574219
terminal_ppo,terminal_reward,403,83.93339538574219
terminal_ppo,terminal_reward,404,83.93339538574219
terminal_ppo,terminal_reward,405,83.93339538574219
terminal_ppo,terminal_reward,406,83.93339538574219
terminal_ppo,terminal_reward,407,83.93339538574219
terminal_ppo,terminal_reward,408,83.93339538574219
terminal_ppo,terminal_reward,409,83.93339538574219
terminal_ppo,terminal_reward,410,83.93339538574219
terminal_ppo,terminal_reward,411,83.93339538574219
terminal_ppo,terminal_reward,412,83.93339538574219
terminal_ppo,terminal_reward,413,83.93339538574219
terminal_ppo,terminal_reward,414,83.93339538574219
terminal_ppo,terminal_reward,415,83.93339538574219
terminal_ppo,terminal_reward,416,83.93339538574219
terminal_ppo,terminal_reward,417,83.93339538574219
terminal_ppo,terminal_reward,418,83.93339538574219
terminal_ppo,terminal_reward,419,83.93339538574219
terminal_ppo,terminal_reward,420,83.93339538574219
terminal_ppo,terminal_reward,421,83.93339538574219
terminal_ppo,terminal_reward,422,83.93339538574219
terminal_ppo,terminal_reward,423,83.93339538574219
terminal_ppo,terminal_reward,424,83.93339538574219
terminal_ppo,terminal_reward,425,83.93339538574219
terminal_ppo,terminal_reward,426,83.93339538574219
terminal_ppo,terminal_reward,427,83.93339538574219
terminal_ppo,terminal_reward,428,83.93339538574219
terminal_ppo,terminal_reward,429,83.93339538574219
terminal_ppo,terminal_reward,430,83.93339538574219
terminal_ppo,terminal_reward,431,83.93339538574219
terminal_ppo,terminal_reward,432,83.93339538574219
terminal_ppo,terminal_reward,433,83.93339538574219
terminal_ppo,terminal_reward,434,83.93339538574219
terminal_ppo,terminal_reward,435,83.93339538574219
terminal_ppo,terminal_reward,436,83.93339538574219
terminal_ppo,terminal_reward,437,83.93339538574219
terminal_ppo,terminal_reward,438,83.93339538574219
terminal_ppo,terminal_reward,439,83.93339538574219
terminal_ppo,terminal_reward,440,83.93339538574219
terminal_ppo,terminal_reward,441,83.93339538574219
terminal_ppo,terminal_reward,442,83.93339538574219
terminal_ppo,terminal_reward,443,83.93339538574219
terminal_ppo,terminal_reward,444,83.93339538574219
terminal_ppo,terminal_reward,445,83.93339538574219
terminal_ppo,terminal_reward,446,83.93339538574219
terminal_ppo,terminal_reward,447,83.93339538574219
terminal_ppo,terminal_reward,448,83.93339538574219
terminal_ppo,terminal_reward,449,196.99729919433594
terminal_ppo,terminal_reward,450,196.99729919433594
terminal_ppo,terminal_reward,451,331.46380615234375
terminal_ppo,terminal_reward,452,398.8675231933594
terminal_ppo,terminal_reward,453,183.3817138671875
terminal_ppo,terminal_reward,454,183.3817138671875
terminal_ppo,terminal_reward,455,278.1325378417969
terminal_ppo,terminal_reward,456,154.48110961914062
terminal_ppo,terminal_reward,457,247.5018768310547
terminal_ppo,terminal_reward,458,247.5018768310547
terminal_ppo,terminal_reward,459,247.5018768310547
terminal_ppo,terminal_reward,460,247.5018768310547
terminal_ppo,terminal_reward,461,58.03508758544922
terminal_ppo,terminal_reward,462,58.03508758544922
terminal_ppo,terminal_reward,463,58.03508758544922
terminal_ppo,terminal_reward,464,288.37713623046875
terminal_ppo,terminal_reward,465,391.6221923828125
terminal_ppo,terminal_reward,466,391.6221923828125
terminal_ppo,terminal_reward,467,327.13177490234375
terminal_ppo,terminal_reward,468,827.4801025390625
terminal_ppo,terminal_reward,469,827.4801025390625
terminal_ppo,terminal_reward,470,827.4801025390625
terminal_ppo,terminal_reward,471,827.4801025390625
terminal_ppo,terminal_reward,472,827.4801025390625
terminal_ppo,terminal_reward,473,827.4801025390625
terminal_ppo,terminal_reward,474,827.4801025390625
terminal_ppo,terminal_reward,475,827.4801025390625
terminal_ppo,terminal_reward,476,827.4801025390625
terminal_ppo,terminal_reward,477,827.4801025390625
terminal_ppo,terminal_reward,478,827.4801025390625
terminal_ppo,terminal_reward,479,827.4801025390625
terminal_ppo,terminal_reward,480,827.4801025390625
terminal_ppo,terminal_reward,481,827.4801025390625
terminal_ppo,terminal_reward,482,827.4801025390625
terminal_ppo,terminal_reward,483,827.4801025390625
terminal_ppo,terminal_reward,484,827.4801025390625
terminal_ppo,terminal_reward,485,827.4801025390625
terminal_ppo,terminal_reward,486,827.4801025390625
terminal_ppo,terminal_reward,487,827.4801025390625
terminal_ppo,terminal_reward,488,827.4801025390625
terminal_ppo,terminal_reward,489,827.4801025390625
terminal_ppo,terminal_reward,490,827.4801025390625
terminal_ppo,terminal_reward,491,827.4801025390625
terminal_ppo,terminal_reward,492,827.4801025390625
terminal_ppo,terminal_reward,493,827.4801025390625
terminal_ppo,terminal_reward,494,827.4801025390625
terminal_ppo,terminal_reward,495,827.4801025390625
terminal_ppo,terminal_reward,496,827.4801025390625
terminal_ppo,terminal_reward,497,827.4801025390625
terminal_ppo,terminal_reward,498,827.4801025390625
terminal_ppo,terminal_reward,499,827.4801025390625
terminal_ppo,terminal_reward,500,827.4801025390625
terminal_ppo,terminal_reward,501,827.4801025390625
terminal_ppo,terminal_reward,502,827.4801025390625
terminal_ppo,terminal_reward,503,827.4801025390625
terminal_ppo,terminal_reward,504,827.4801025390625
terminal_ppo,terminal_reward,505,827.4801025390625
terminal_ppo,terminal_reward,506,827.4801025390625
terminal_ppo,terminal_reward,507,827.4801025390625
terminal_ppo,terminal_reward,508,827.4801025390625
terminal_ppo,terminal_reward,509,827.4801025390625
terminal_ppo,terminal_reward,510,827.4801025390625
terminal_ppo,terminal_reward,511,827.4801025390625
terminal_ppo,terminal_reward,512,827.4801025390625
terminal_ppo,terminal_reward,513,827.4801025390625
terminal_ppo,terminal_reward,514,827.4801025390625
terminal_ppo,terminal_reward,515,827.4801025390625
terminal_ppo,terminal_reward,516,827.4801025390625
terminal_ppo,terminal_reward,517,827.4801025390625
terminal_ppo,terminal_reward,518,827.4801025390625
terminal_ppo,terminal_reward,519,827.4801025390625
terminal_ppo,terminal_reward,520,827.4801025390625
terminal_ppo,terminal_reward,521,827.4801025390625
terminal_ppo,terminal_reward,522,827.4801025390625
terminal_ppo,terminal_reward,523,827.4801025390625
terminal_ppo,terminal_reward,524,827.4801025390625
terminal_ppo,terminal_reward,525,827.4801025390625
terminal_ppo,terminal_reward,526,827.4801025390625
terminal_ppo,terminal_reward,527,827.4801025390625
terminal_ppo,terminal_reward,528,827.4801025390625
terminal_ppo,terminal_reward,529,827.4801025390625
terminal_ppo,terminal_reward,530,827.4801025390625
terminal_ppo,terminal_reward,531,827.4801025390625
terminal_ppo,terminal_reward,532,827.4801025390625
terminal_ppo,terminal_reward,533,827.4801025390625
terminal_ppo,terminal_reward,534,827.4801025390625
terminal_ppo,terminal_reward,535,827.4801025390625
terminal_ppo,terminal_reward,536,827.4801025390625
terminal_ppo,terminal_reward,537,827.4801025390625
terminal_ppo,terminal_reward,538,827.4801025390625
terminal_ppo,terminal_reward,539,827.4801025390625
terminal_ppo,terminal_reward,540,827.4801025390625
terminal_ppo,terminal_reward,541,827.4801025390625
