region_id,region_name,cell_id,position_x_m,position_y_m,position_z_m,normal_x,normal_y,normal_z,force_n,rpm,feed_speed_mm_s,step_over_ratio,pass_count,policy_action_force,policy_action_feed,roughness_before,roughness_after,scratch_before_um,scratch_after_um,ra_before_um,ra_after_um,rz_before_um,rz_after_um,clearcoat_initial_um,clearcoat_removed_um,clearcoat_remaining_um,clearcoat_remaining_min_um,gu_proxy_before,gu_proxy_after,gu_target_pass,ra_target_pass,rz_target_pass,scratch_improved,clearcoat_safe,overall_pass,failure_reason,tilt_deg,is_side,evaluation_mode,surface_seed,process_time_s,episode_completed
R3,door_left,7,0.260,0.850,0.775,0.0000,1.0000,0.0000,3.482,5436,3.441,0.1840,2,+0.845,-0.843,0.3124,0.2266,1.7567,1.0336,0.1880,0.1578,2.1217,1.7017,49.36,1.3552,48.00,46.28,59.53,68.17,False,True,True,True,True,False,gu_below_target(68.2<70),90.0,True,flat_trained_bc_policy_inference,7310,418.4,True
R3,door_left,8,0.260,0.850,0.865,0.0000,1.0000,0.0000,3.482,5436,3.443,0.1840,2,+0.850,-0.842,0.3123,0.2222,1.6111,0.8646,0.1867,0.1588,1.9776,1.5335,41.68,1.3547,40.33,36.40,58.20,65.10,False,True,True,True,True,False,gu_below_target(65.1<70),90.0,True,flat_trained_bc_policy_inference,7311,418.2,True
R3,door_left,9,0.260,0.850,0.955,0.0000,1.0000,0.0000,3.483,5436,3.386,0.1840,2,+0.866,-0.861,0.1859,0.1421,0.7323,0.2905,0.1308,0.1113,1.2195,0.9177,47.18,1.3772,45.80,42.64,52.89,71.55,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7312,425.2,True
R3,door_left,10,0.500,0.850,0.595,0.0000,1.0000,0.0000,3.482,5436,3.507,0.1840,2,+0.825,-0.820,0.2894,0.1984,1.5869,0.9851,0.1818,0.1354,1.9881,1.5197,49.80,1.3293,48.47,45.52,61.98,70.21,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7313,410.6,True
R3,door_left,11,0.500,0.850,0.685,0.0000,1.0000,0.0000,3.483,5436,3.396,0.1840,2,+0.856,-0.858,0.2425,0.1594,1.3084,0.5911,0.1604,0.1238,1.5851,1.2202,47.39,1.3734,46.02,45.31,56.08,70.38,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7314,424.0,True
R3,door_left,12,0.500,0.850,0.775,0.0000,1.0000,0.0000,3.482,5436,3.588,0.1840,2,+0.804,-0.793,0.2613,0.1980,1.4175,0.8624,0.1523,0.1430,1.8340,1.5052,43.22,1.2992,41.92,40.76,57.72,68.85,False,True,True,True,True,False,gu_below_target(68.9<70),90.0,True,flat_trained_bc_policy_inference,7315,401.3,True
R3,door_left,13,0.500,0.850,0.865,0.0000,1.0000,0.0000,3.482,5436,3.433,0.1840,2,+0.851,-0.845,0.2256,0.1644,1.1625,0.5696,0.1352,0.1264,1.5540,1.1841,44.62,1.3581,43.26,40.80,55.89,70.08,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7316,419.4,True
R3,door_left,14,0.500,0.850,0.955,0.0000,1.0000,0.0000,3.482,5436,3.516,0.1840,2,+0.824,-0.817,0.2578,0.1764,1.3420,0.6350,0.1525,0.1263,1.7971,1.3818,44.99,1.3246,43.67,40.84,56.71,69.27,False,True,True,True,True,False,gu_below_target(69.3<70),90.0,True,flat_trained_bc_policy_inference,7317,409.5,True
R3,door_left,15,0.740,0.850,0.595,0.0000,1.0000,0.0000,3.482,5436,3.447,0.1840,2,+0.858,-0.841,0.1690,0.1208,0.6456,0.1757,0.1224,0.0985,1.0438,0.6912,42.89,1.3527,41.54,38.44,47.96,70.25,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7318,417.7,True
R3,door_left,16,0.740,0.850,0.685,0.0000,1.0000,0.0000,3.483,5436,3.359,0.1840,2,+0.867,-0.870,0.2769,0.1613,1.5138,0.7627,0.1758,0.1186,1.8413,1.3154,46.52,1.3887,45.13,41.00,53.86,69.12,False,True,True,True,True,False,gu_below_target(69.1<70),90.0,True,flat_trained_bc_policy_inference,7319,428.6,True
R3,door_left,17,0.740,0.850,0.775,0.0000,1.0000,0.0000,3.483,5436,3.383,0.1840,2,+0.862,-0.862,0.2392,0.1751,1.3326,0.8550,0.1458,0.1305,1.7172,1.3448,47.72,1.3790,46.34,43.37,61.97,70.84,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7320,425.6,True
R3,door_left,18,0.740,0.850,0.865,0.0000,1.0000,0.0000,3.482,5436,3.598,0.1840,2,+0.815,-0.790,0.1179,0.1030,0.5138,0.1246,0.0916,0.0803,0.7865,0.5901,42.12,1.2964,40.82,37.72,60.89,71.61,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7321,400.1,True
R3,door_left,19,0.740,0.850,0.955,0.0000,1.0000,0.0000,3.483,5436,3.383,0.1840,2,+0.866,-0.862,0.2954,0.2017,1.5868,1.0849,0.1823,0.1412,1.9615,1.5078,42.06,1.3785,40.68,38.05,58.00,65.34,False,True,True,True,True,False,gu_below_target(65.3<70),90.0,True,flat_trained_bc_policy_inference,7322,425.6,True
R3,door_left,20,0.980,0.850,0.595,0.0000,1.0000,0.0000,3.482,5436,3.451,0.1840,2,+0.852,-0.839,0.1676,0.1426,0.7740,0.2531,0.1134,0.1147,1.1744,0.8974,44.16,1.3503,42.81,40.52,55.87,71.24,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7323,417.2,True
R3,door_left,21,0.980,0.850,0.685,0.0000,1.0000,0.0000,3.482,5436,3.528,0.1840,2,+0.821,-0.813,0.1553,0.1254,0.7763,0.2599,0.1071,0.0974,1.0970,0.7343,49.19,1.3213,47.87,44.84,60.61,73.10,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7324,408.1,True
R3,door_left,22,0.980,0.850,0.775,0.0000,1.0000,0.0000,3.482,5436,3.614,0.1840,2,+0.806,-0.784,0.1517,0.1002,0.6066,0.2773,0.1143,0.0800,0.9900,0.5510,44.28,1.2924,42.99,39.41,61.20,71.84,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7325,398.4,True
R3,door_left,23,0.980,0.850,0.865,0.0000,1.0000,0.0000,3.483,5436,3.381,0.1840,2,+0.862,-0.863,0.2741,0.1621,1.3415,0.6775,0.1855,0.1187,1.6441,1.2922,45.32,1.3795,43.94,42.16,52.50,68.83,False,True,True,True,True,False,gu_below_target(68.8<70),90.0,True,flat_trained_bc_policy_inference,7326,425.9,True
R3,door_left,24,0.980,0.850,0.955,0.0000,1.0000,0.0000,3.481,5436,3.679,0.1840,2,+0.781,-0.763,0.1533,0.1463,0.8654,0.5016,0.1047,0.1201,1.0698,0.8157,45.75,1.2669,44.48,44.08,49.78,70.20,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7327,391.4,True
R4,door_right,0,0.020,-0.850,0.595,0.0000,-1.0000,0.0000,3.480,5436,3.848,0.1840,2,+0.740,-0.706,0.1245,0.1292,0.3810,0.0585,0.0959,0.0998,0.8339,0.6944,42.03,1.2127,40.82,37.30,59.93,71.55,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7404,374.2,True
R4,door_right,1,0.020,-0.850,0.685,0.0000,-1.0000,0.0000,3.483,5436,3.370,0.1840,2,+0.866,-0.866,0.2658,0.1716,1.2267,0.6242,0.1779,0.1292,1.5297,1.1512,44.88,1.3843,43.50,41.21,52.82,68.57,False,True,True,True,True,False,gu_below_target(68.6<70),90.0,True,flat_trained_bc_policy_inference,7405,427.2,True
R4,door_right,2,0.020,-0.850,0.775,0.0000,-1.0000,0.0000,3.481,5436,3.660,0.1840,2,+0.787,-0.769,0.1074,0.1028,0.8340,0.1483,0.0724,0.0820,0.9044,0.5425,46.79,1.2758,45.51,42.74,63.13,73.53,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7406,393.4,True
R4,door_right,3,0.020,-0.850,0.865,0.0000,-1.0000,0.0000,3.483,5436,3.307,0.1840,2,+0.884,-0.888,0.2293,0.1474,0.9625,0.4061,0.1535,0.1173,1.3341,0.8442,47.77,1.4105,46.36,43.14,58.19,71.03,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7407,435.3,True
R4,door_right,4,0.020,-0.850,0.955,0.0000,-1.0000,0.0000,3.482,5436,3.448,0.1840,2,+0.842,-0.840,0.3347,0.2397,1.8691,1.3099,0.1926,0.1625,2.2330,1.8618,44.85,1.3529,43.50,40.94,52.42,66.17,False,True,True,True,True,False,gu_below_target(66.2<70),90.0,True,flat_trained_bc_policy_inference,7408,417.7,True
R4,door_right,5,0.260,-0.850,0.595,0.0000,-1.0000,0.0000,3.481,5436,3.808,0.1840,2,+0.747,-0.719,0.1271,0.1090,0.4180,0.1000,0.0960,0.0855,0.8103,0.5791,44.95,1.2255,43.72,40.59,51.20,72.36,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7409,378.1,True
R4,door_right,6,0.260,-0.850,0.685,0.0000,-1.0000,0.0000,3.482,5436,3.531,0.1840,2,+0.835,-0.812,0.1584,0.1182,0.5558,0.1726,0.1200,0.0943,1.0242,0.6875,42.35,1.3186,41.03,37.61,58.35,70.57,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7410,407.7,True
R4,door_right,7,0.260,-0.850,0.775,0.0000,-1.0000,0.0000,3.480,5436,3.827,0.1840,2,+0.747,-0.713,0.1204,0.1124,0.6358,0.2411,0.0832,0.0927,0.8947,0.6173,41.10,1.2188,39.88,37.39,58.04,70.35,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7411,376.2,True
R4,door_right,8,0.260,-0.850,0.865,0.0000,-1.0000,0.0000,3.483,5436,3.384,0.1840,2,+0.860,-0.862,0.2709,0.1771,1.2718,0.5363,0.1854,0.1342,1.6761,1.2022,47.40,1.3781,46.02,43.21,51.14,69.75,False,True,True,True,True,False,gu_below_target(69.7<70),90.0,True,flat_trained_bc_policy_inference,7412,425.5,True
R4,door_right,9,0.260,-0.850,0.955,0.0000,-1.0000,0.0000,3.483,5436,3.413,0.1840,2,+0.854,-0.852,0.3107,0.2191,1.6147,0.9161,0.1914,0.1525,2.1731,1.7330,49.76,1.3668,48.39,47.93,60.08,68.70,False,True,True,True,True,False,gu_below_target(68.7<70),90.0,True,flat_trained_bc_policy_inference,7413,421.9,True
R4,door_right,10,0.500,-0.850,0.595,0.0000,-1.0000,0.0000,3.483,5436,3.383,0.1840,2,+0.858,-0.862,0.3879,0.2549,1.7815,1.1241,0.2589,0.1701,2.1589,1.8675,45.06,1.3793,43.68,39.35,48.36,63.24,False,True,True,True,True,False,gu_below_target(63.2<70),90.0,True,flat_trained_bc_policy_inference,7414,425.6,True
R4,door_right,11,0.500,-0.850,0.685,0.0000,-1.0000,0.0000,3.483,5436,3.342,0.1840,2,+0.870,-0.876,0.3309,0.2097,1.5217,0.8924,0.2275,0.1489,1.8424,1.5444,46.44,1.3964,45.04,42.33,50.66,66.70,False,True,True,True,True,False,gu_below_target(66.7<70),90.0,True,flat_trained_bc_policy_inference,7415,430.9,True
R4,door_right,12,0.500,-0.850,0.775,0.0000,-1.0000,0.0000,3.483,5436,3.337,0.1840,2,+0.888,-0.877,0.2369,0.1584,1.1191,0.4636,0.1492,0.1207,1.5914,1.0782,40.16,1.3985,38.76,35.73,50.68,66.16,False,True,True,True,True,False,gu_below_target(66.2<70),90.0,True,flat_trained_bc_policy_inference,7416,431.4,True
R4,door_right,13,0.500,-0.850,0.865,0.0000,-1.0000,0.0000,3.483,5436,3.400,0.1840,2,+0.869,-0.856,0.2302,0.1691,1.2902,0.7062,0.1426,0.1293,1.5896,1.2497,40.46,1.3714,39.09,36.71,51.12,66.92,False,True,True,True,True,False,gu_below_target(66.9<70),90.0,True,flat_trained_bc_policy_inference,7417,423.5,True
R4,door_right,14,0.500,-0.850,0.955,0.0000,-1.0000,0.0000,3.482,5436,3.462,0.1840,2,+0.835,-0.836,0.3904,0.2674,1.8219,1.1191,0.2426,0.1843,2.2709,1.8650,47.37,1.3476,46.02,42.45,48.85,64.53,False,True,True,True,True,False,gu_below_target(64.5<70),90.0,True,flat_trained_bc_policy_inference,7418,416.0,True
R4,door_right,15,0.740,-0.850,0.595,0.0000,-1.0000,0.0000,3.483,5436,3.312,0.1840,2,+0.895,-0.886,0.2736,0.1656,1.1380,0.6583,0.1880,0.1267,1.6115,1.1972,40.10,1.4084,38.69,34.68,55.72,62.12,False,True,True,True,False,False,gu_below_target(62.1<70);clearcoat_below_safe(34.7<35),90.0,True,flat_trained_bc_policy_inference,7419,434.7,True
R4,door_right,16,0.740,-0.850,0.685,0.0000,-1.0000,0.0000,3.481,5436,3.774,0.1840,2,+0.756,-0.730,0.1536,0.1404,0.8317,0.3511,0.0999,0.1130,1.0802,0.8390,44.11,1.2351,42.87,42.10,67.97,72.42,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7420,381.4,True
R4,door_right,17,0.740,-0.850,0.775,0.0000,-1.0000,0.0000,3.481,5436,3.655,0.1840,2,+0.800,-0.771,0.1525,0.1280,0.6589,0.1795,0.1130,0.1020,0.9925,0.7998,41.16,1.2759,39.88,37.00,61.23,70.57,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7421,393.9,True
R4,door_right,18,0.740,-0.850,0.865,0.0000,-1.0000,0.0000,3.483,5436,3.382,0.1840,2,+0.857,-0.862,0.3257,0.2235,1.6492,1.0618,0.1821,0.1556,1.8730,1.5002,48.80,1.3795,47.42,45.61,54.77,65.83,False,True,True,True,True,False,gu_below_target(65.8<70),90.0,True,flat_trained_bc_policy_inference,7422,425.7,True
R4,door_right,19,0.740,-0.850,0.955,0.0000,-1.0000,0.0000,3.482,5436,3.434,0.1840,2,+0.850,-0.845,0.2665,0.1876,1.6800,0.9593,0.1682,0.1375,2.0226,1.4797,45.22,1.3581,43.86,40.62,52.20,68.92,False,True,True,True,True,False,gu_below_target(68.9<70),90.0,True,flat_trained_bc_policy_inference,7423,419.3,True
R4,door_right,20,0.980,-0.850,0.595,0.0000,-1.0000,0.0000,3.482,5436,3.427,0.1840,2,+0.858,-0.847,0.2042,0.1558,0.9641,0.4191,0.1323,0.1227,1.4129,1.0302,43.53,1.3604,42.17,40.11,59.16,70.21,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7424,420.2,True
R4,door_right,21,0.980,-0.850,0.685,0.0000,-1.0000,0.0000,3.483,5436,3.320,0.1840,2,+0.883,-0.883,0.2361,0.1610,0.9291,0.4087,0.1663,0.1260,1.3502,1.0386,47.46,1.4054,46.05,43.83,54.14,70.83,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7425,433.7,True
R4,door_right,22,0.980,-0.850,0.775,0.0000,-1.0000,0.0000,3.482,5436,3.595,0.1840,2,+0.816,-0.791,0.1502,0.1402,0.4696,0.0970,0.1115,0.1053,1.0729,0.8417,41.27,1.2960,39.97,37.68,51.02,70.17,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7426,400.5,True
R4,door_right,23,0.980,-0.850,0.865,0.0000,-1.0000,0.0000,3.483,5436,3.359,0.1840,2,+0.864,-0.870,0.3252,0.1953,1.3972,0.6947,0.2194,0.1431,1.8777,1.2763,47.42,1.3888,46.03,42.72,50.50,66.96,False,True,True,True,True,False,gu_below_target(67.0<70),90.0,True,flat_trained_bc_policy_inference,7427,428.6,True
R4,door_right,24,0.980,-0.850,0.955,0.0000,-1.0000,0.0000,3.481,5436,3.769,0.1840,2,+0.758,-0.732,0.1345,0.1039,0.3539,0.0740,0.1040,0.0809,0.8095,0.5769,45.33,1.2384,44.09,40.78,60.40,72.68,True,True,True,True,True,True,,90.0,True,flat_trained_bc_policy_inference,7428,382.0,True
R5,fender_left,0,1.960,0.725,0.640,0.1500,0.9703,0.1900,3.482,5436,3.455,0.1840,2,+0.848,-0.838,0.1826,0.1516,0.8351,0.2848,0.1202,0.1204,1.1341,0.8711,45.66,1.3485,44.31,41.80,52.27,70.84,True,True,True,True,True,True,,79.0,True,flat_trained_bc_policy_inference,7505,416.7,True
R5,fender_left,1,1.960,0.735,0.700,0.1500,0.9703,0.1900,3.482,5436,3.561,0.1840,2,+0.826,-0.802,0.1556,0.1253,1.0472,0.5801,0.1021,0.0964,1.0425,0.7063,40.50,1.3109,39.19,35.86,61.97,69.17,False,True,True,True,True,False,gu_below_target(69.2<70),79.0,True,flat_trained_bc_policy_inference,7506,404.3,True
R5,fender_left,2,1.960,0.745,0.760,0.1500,0.9703,0.1900,3.480,5436,3.821,0.1840,2,+0.737,-0.715,0.2133,0.1736,1.5203,1.0388,0.1175,0.1231,1.7083,1.3873,45.12,1.2204,43.90,40.88,66.49,70.81,True,True,True,True,True,True,,79.0,True,flat_trained_bc_policy_inference,7507,376.9,True
R5,fender_left,3,1.960,0.755,0.820,0.1500,0.9703,0.1900,3.483,5436,3.386,0.1840,2,+0.864,-0.861,0.3372,0.1962,1.4980,0.8928,0.2196,0.1420,1.9861,1.3422,41.93,1.3781,40.55,36.68,47.31,63.85,False,True,True,True,True,False,gu_below_target(63.9<70),79.0,True,flat_trained_bc_policy_inference,7508,425.3,True
R5,fender_left,4,1.960,0.765,0.880,0.1500,0.9703,0.1900,3.483,5436,3.389,0.1840,2,+0.872,-0.860,0.2710,0.1557,1.2378,0.5019,0.1849,0.1159,1.5557,1.1430,40.98,1.3769,39.60,37.10,56.88,67.70,False,True,True,True,True,False,gu_below_target(67.7<70),79.0,True,flat_trained_bc_policy_inference,7509,424.9,True
R5,fender_left,5,2.080,0.725,0.660,0.1500,0.9703,0.1900,3.483,5436,3.396,0.1840,2,+0.856,-0.858,0.3059,0.2062,1.5612,0.9638,0.2066,0.1469,1.9205,1.5505,48.27,1.3744,46.90,44.45,53.69,68.29,False,True,True,True,True,False,gu_below_target(68.3<70),79.0,True,flat_trained_bc_policy_inference,7510,424.0,True
R5,fender_left,6,2.080,0.735,0.720,0.1500,0.9703,0.1900,3.482,5436,3.448,0.1840,2,+0.843,-0.840,0.2608,0.1828,1.3498,0.8722,0.1558,0.1325,1.7817,1.4034,45.18,1.3527,43.83,40.05,56.97,69.05,False,True,True,True,True,False,gu_below_target(69.1<70),79.0,True,flat_trained_bc_policy_inference,7511,417.7,True
R5,fender_left,7,2.080,0.745,0.780,0.1500,0.9703,0.1900,3.483,5436,3.340,0.1840,2,+0.883,-0.877,0.1806,0.1353,0.8450,0.2331,0.1218,0.1082,1.0982,0.7297,44.74,1.3970,43.34,40.75,52.72,71.19,True,True,True,True,True,True,,79.0,True,flat_trained_bc_policy_inference,7512,431.1,True
R5,fender_left,8,2.080,0.755,0.840,0.1500,0.9703,0.1900,3.483,5436,3.376,0.1840,2,+0.865,-0.865,0.3239,0.2042,1.5593,1.0355,0.2127,0.1502,1.9752,1.6288,43.10,1.3819,41.72,38.20,48.48,65.56,False,True,True,True,True,False,gu_below_target(65.6<70),79.0,True,flat_trained_bc_policy_inference,7513,426.6,True
R5,fender_left,9,2.080,0.765,0.900,0.1500,0.9703,0.1900,3.483,5436,3.373,0.1840,2,+0.866,-0.866,0.2121,0.1583,0.9752,0.4418,0.1424,0.1225,1.3502,1.0424,46.82,1.3829,45.44,44.94,53.79,71.36,True,True,True,True,True,True,,79.0,True,flat_trained_bc_policy_inference,7514,426.9,True
R5,fender_left,10,2.200,0.725,0.680,0.1500,0.9703,0.1900,3.483,5436,3.413,0.1840,2,+0.855,-0.852,0.1649,0.1170,0.8826,0.2404,0.1074,0.0913,1.1613,0.7195,48.27,1.3665,46.90,45.14,64.47,73.25,True,True,True,True,True,True,,79.0,True,flat_trained_bc_policy_inference,7515,421.8,True
R5,fender_left,11,2.200,0.735,0.740,0.1500,0.9703,0.1900,3.482,5436,3.450,0.1840,2,+0.843,-0.840,0.3246,0.2080,1.6906,1.1286,0.1823,0.1333,2.1924,1.6221,49.37,1.3526,48.02,45.26,60.31,67.82,False,True,True,True,True,False,gu_below_target(67.8<70),79.0,True,flat_trained_bc_policy_inference,7516,417.4,True
R5,fender_left,12,2.200,0.745,0.800,0.1500,0.9703,0.1900,3.482,5436,3.546,0.1840,2,+0.824,-0.807,0.2372,0.1813,1.6652,1.2182,0.1379,0.1209,1.8457,1.3516,41.47,1.3152,40.15,37.88,61.95,68.25,False,True,True,True,True,False,gu_below_target(68.2<70),79.0,True,flat_trained_bc_policy_inference,7517,406.1,True
R5,fender_left,13,2.200,0.755,0.860,0.1500,0.9703,0.1900,3.482,5436,3.427,0.1840,2,+0.844,-0.847,0.3400,0.2350,1.4697,0.8012,0.2149,0.1700,1.8814,1.5294,45.29,1.3616,43.93,42.47,50.70,66.02,False,True,True,True,True,False,gu_below_target(66.0<70),79.0,True,flat_trained_bc_policy_inference,7518,420.1,True
R5,fender_left,14,2.200,0.765,0.920,0.1500,0.9703,0.1900,3.482,5436,3.598,0.1840,2,+0.814,-0.790,0.1428,0.1121,0.7148,0.1212,0.0995,0.0853,0.9780,0.6549,41.61,1.2942,40.32,36.88,57.15,70.80,True,True,True,True,True,True,,79.0,True,flat_trained_bc_policy_inference,7519,400.2,True
R5,fender_left,15,2.320,0.725,0.700,0.1500,0.9703,0.1900,3.481,5436,3.635,0.1840,2,+0.795,-0.777,0.1441,0.1139,0.6450,0.2739,0.1075,0.0924,0.9942,0.6691,47.28,1.2841,46.00,43.00,52.28,72.22,True,True,True,True,True,True,,79.0,True,flat_trained_bc_policy_inference,7520,396.1,True
R5,fender_left,16,2.320,0.735,0.760,0.1500,0.9703,0.1900,3.482,5436,3.447,0.1840,2,+0.857,-0.841,0.1863,0.1475,0.9822,0.3050,0.1205,0.1143,1.2745,0.9325,40.24,1.3513,38.89,38.38,63.43,70.38,True,True,True,True,True,True,,79.0,True,flat_trained_bc_policy_inference,7521,417.7,True
R5,fender_left,17,2.320,0.745,0.820,0.1500,0.9703,0.1900,3.482,5436,3.614,0.1840,2,+0.804,-0.784,0.1179,0.1004,0.7680,0.2040,0.0848,0.0800,0.8244,0.5129,44.68,1.2920,43.39,40.98,63.90,72.95,True,True,True,True,True,True,,79.0,True,flat_trained_bc_policy_inference,7522,398.4,True
R5,fender_left,18,2.320,0.755,0.880,0.1500,0.9703,0.1900,3.483,5436,3.371,0.1840,2,+0.865,-0.866,0.2545,0.1656,1.1211,0.6123,0.1741,0.1290,1.4553,1.0237,46.58,1.3828,45.20,44.65,56.55,70.08,True,True,True,True,True,True,,79.0,True,flat_trained_bc_policy_inference,7523,427.1,True
R5,fender_left,19,2.320,0.765,0.940,0.1500,0.9703,0.1900,3.483,5436,3.356,0.1840,2,+0.862,-0.871,0.3383,0.2089,1.5435,0.9956,0.2142,0.1464,1.8906,1.4975,47.83,1.3902,46.44,44.49,50.31,66.26,False,True,True,True,True,False,gu_below_target(66.3<70),79.0,True,flat_trained_bc_policy_inference,7524,429.0,True
R5,fender_left,20,2.440,0.725,0.720,0.1500,0.9703,0.1900,3.483,5436,3.357,0.1840,2,+0.869,-0.871,0.2005,0.1287,0.9119,0.2609,0.1398,0.1001,1.3145,0.8126,48.73,1.3894,47.34,46.79,55.28,72.22,True,True,True,True,True,True,,79.0,True,flat_trained_bc_policy_inference,7525,428.9,True
R5,fender_left,21,2.440,0.735,0.780,0.1500,0.9703,0.1900,3.481,5436,3.683,0.1840,2,+0.782,-0.761,0.1988,0.1533,1.7884,1.3430,0.1234,0.1190,1.6659,1.2091,42.12,1.2645,40.86,38.70,56.44,69.34,False,True,True,True,True,False,gu_below_target(69.3<70),79.0,True,flat_trained_bc_policy_inference,7526,390.9,True
R5,fender_left,22,2.440,0.745,0.840,0.1500,0.9703,0.1900,3.481,5436,3.629,0.1840,2,+0.794,-0.779,0.1398,0.1055,0.4490,0.0844,0.1094,0.0846,0.8556,0.5336,48.35,1.2856,47.06,44.71,58.86,73.61,True,True,True,True,True,True,,79.0,True,flat_trained_bc_policy_inference,7527,396.7,True
R5,fender_left,23,2.440,0.755,0.900,0.1500,0.9703,0.1900,3.482,5436,3.536,0.1840,2,+0.823,-0.811,0.2987,0.2415,1.7103,1.1084,0.1751,0.1749,2.3853,2.0281,41.45,1.3186,40.13,38.19,64.23,67.39,False,True,False,True,True,False,gu_below_target(67.4<70);rz_above_target(2.03>2.0),79.0,True,flat_trained_bc_policy_inference,7528,407.2,True
R5,fender_left,24,2.440,0.765,0.960,0.1500,0.9703,0.1900,3.482,5436,3.504,0.1840,2,+0.835,-0.822,0.1816,0.1369,0.9204,0.3422,0.1227,0.1041,1.3080,0.8837,42.36,1.3312,41.03,40.53,55.61,71.14,True,True,True,True,True,True,,79.0,True,flat_trained_bc_policy_inference,7529,410.9,True
R6,fender_right,0,1.960,-0.725,0.640,0.1500,-0.9703,0.1900,3.481,5436,3.775,0.1840,2,+0.756,-0.730,0.1230,0.1099,0.4969,0.0631,0.0936,0.0868,0.7289,0.5771,45.25,1.2360,44.01,39.65,58.15,72.75,True,True,True,True,True,True,,79.0,True,flat_trained_bc_policy_inference,7606,381.4,True
R6,fender_right,1,1.960,-0.735,0.700,0.1500,-0.9703,0.1900,3.481,5436,3.723,0.1840,2,+0.773,-0.748,0.1473,0.1118,0.5129,0.1948,0.1119,0.0892,0.9557,0.6162,44.34,1.2537,43.09,39.44,50.82,71.80,True,True,True,True,True,True,,79.0,True,flat_trained_bc_policy_inference,7607,386.7,True
R6,fender_right,2,1.960,-0.745,0.760,0.1500,-0.9703,0.1900,3.483,5436,3.352,0.1840,2,+0.872,-0.873,0.1891,0.1397,0.7629,0.2894,0.1346,0.1117,1.1785,0.8190,49.30,1.3918,47.91,45.11,57.29,72.16,True,True,True,True,True,True,,79.0,True,flat_trained_bc_policy_inference,7608,429.5,True
R6,fender_right,3,1.960,-0.755,0.820,0.1500,-0.9703,0.1900,3.481,5436,3.689,0.1840,2,+0.777,-0.759,0.1200,0.0978,0.5976,0.0940,0.0833,0.0776,0.8840,0.4863,47.57,1.2649,46.31,42.95,63.03,73.56,True,True,True,True,True,True,,79.0,True,flat_trained_bc_policy_inference,7609,390.3,True
R6,fender_right,4,1.960,-0.765,0.880,0.1500,-0.9703,0.1900,3.483,5436,3.359,0.1840,2,+0.874,-0.870,0.2932,0.1854,1.1572,0.5535,0.2100,0.1367,1.7768,1.3241,43.80,1.3889,42.41,39.80,52.78,68.24,False,True,True,True,True,False,gu_below_target(68.2<70),79.0,True,flat_trained_bc_policy_inference,7610,428.7,True
R6,fender_right,5,2.080,-0.725,0.660,0.1500,-0.9703,0.1900,3.483,5436,3.365,0.1840,2,+0.871,-0.868,0.2981,0.1963,1.3305,0.6646,0.2048,0.1487,1.7402,1.3417,42.84,1.3863,41.45,38.33,50.12,67.27,False,True,True,True,True,False,gu_below_target(67.3<70),79.0,True,flat_trained_bc_policy_inference,7611,427.9,True
R6,fender_right,6,2.080,-0.735,0.720,0.1500,-0.9703,0.1900,3.482,5436,3.425,0.1840,2,+0.848,-0.848,0.2975,0.1950,1.2554,0.7028,0.2020,0.1458,1.8527,1.4525,46.05,1.3618,44.69,41.48,52.48,67.49,False,True,True,True,True,False,gu_below_target(67.5<70),79.0,True,flat_trained_bc_policy_inference,7612,420.4,True
R6,fender_right,7,2.080,-0.745,0.780,0.1500,-0.9703,0.1900,3.483,5436,3.343,0.1840,2,+0.886,-0.875,0.1566,0.1364,0.7294,0.1873,0.1015,0.1090,0.9841,0.7657,43.95,1.3957,42.55,39.50,53.38,71.46,True,True,True,True,True,True,,79.0,True,flat_trained_bc_policy_inference,7613,430.6,True
