region_id,region_name,cell_id,position_x_m,position_y_m,position_z_m,normal_x,normal_y,normal_z,force_n,rpm,feed_speed_mm_s,step_over_ratio,pass_count,policy_action_force,policy_action_feed,roughness_before,roughness_after,scratch_before_um,scratch_after_um,ra_before_um,ra_after_um,rz_before_um,rz_after_um,clearcoat_initial_um,clearcoat_removed_um,clearcoat_remaining_um,clearcoat_remaining_min_um,gu_proxy_before,gu_proxy_after,gu_target_pass,ra_target_pass,rz_target_pass,warranty_removal_ok,scratch_improved,clearcoat_safe,overall_pass,failure_reason,disposition,tilt_deg,is_side,evaluation_mode,surface_seed,process_time_s,episode_completed,repolish_episodes
R3,door_left,15,0.740,0.850,0.595,0.0000,1.0000,0.0000,3.480,4648,3.934,0.2620,3,-0.707,-0.860,0.1914,0.1150,0.7686,0.3559,0.1488,0.0924,1.3084,0.7167,44.97,1.0408,43.93,40.72,60.26,71.53,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7318,366.1,True,0
R3,door_left,16,0.740,0.850,0.685,0.0000,1.0000,0.0000,3.482,4648,3.523,0.2620,3,-0.524,-0.979,0.1854,0.1351,0.1399,0.0196,0.1470,0.1061,0.9866,0.8221,47.08,1.1625,45.92,41.92,62.44,72.97,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7319,408.9,True,0
R3,door_left,17,0.740,0.850,0.775,0.0000,1.0000,0.0000,3.469,4648,6.153,0.2620,3,-0.905,-0.216,0.1562,0.1027,0.2599,0.1297,0.1259,0.0809,0.8997,0.6731,41.90,0.6661,41.23,38.24,66.61,73.07,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7320,234.1,True,0
R3,door_left,18,0.740,0.850,0.865,0.0000,1.0000,0.0000,3.480,4648,3.935,0.2620,3,-0.759,-0.859,0.1709,0.1433,0.4693,0.1545,0.1359,0.1145,0.9986,0.8201,44.59,1.0380,43.55,40.65,61.77,72.43,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7321,366.0,True,0
R3,door_left,19,0.740,0.850,0.955,0.0000,1.0000,0.0000,3.482,4648,3.485,0.2620,3,-0.315,-0.990,0.1942,0.1259,0.4123,0.1135,0.1564,0.0974,1.0617,0.6538,48.85,1.1751,47.67,45.05,61.76,73.29,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7322,413.3,True,0
R3,door_left,20,0.980,0.850,0.595,0.0000,1.0000,0.0000,3.481,4648,3.733,0.2620,3,-0.625,-0.918,0.2100,0.1749,0.9179,0.5359,0.1470,0.1339,1.4909,1.2509,45.26,1.0959,44.16,41.90,62.01,70.78,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7323,385.8,True,0
R3,door_left,21,0.980,0.850,0.685,0.0000,1.0000,0.0000,3.479,4648,4.185,0.2620,3,-0.819,-0.787,0.1800,0.1239,0.4444,0.1770,0.1412,0.0993,1.0541,0.7190,43.83,0.9790,42.85,40.01,60.80,72.38,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7324,344.2,True,0
R3,door_left,22,0.980,0.850,0.775,0.0000,1.0000,0.0000,3.474,4648,5.091,0.2620,3,-0.862,-0.524,0.1398,0.0811,0.4586,0.2777,0.1131,0.0623,0.8198,0.5236,43.15,0.8055,42.34,38.73,65.14,72.61,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7325,283.0,True,0
R3,door_left,23,0.980,0.850,0.865,0.0000,1.0000,0.0000,3.482,4648,3.489,0.2620,3,-0.338,-0.989,0.1589,0.1406,0.4254,0.1220,0.1263,0.1074,0.9998,0.8774,48.82,1.1738,47.65,45.69,67.39,73.92,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7326,412.8,True,0
R3,door_left,24,0.980,0.850,0.955,0.0000,1.0000,0.0000,3.481,4648,3.729,0.2620,3,-0.730,-0.919,0.1790,0.1426,0.4673,0.2089,0.1373,0.1120,1.0929,0.7657,44.02,1.0980,42.92,42.41,66.65,73.05,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7327,386.2,True,0
R4,door_right,0,0.020,-0.850,0.595,0.0000,-1.0000,0.0000,3.482,4648,3.471,0.2620,3,-0.284,-0.994,0.1989,0.1837,0.8630,0.4958,0.1443,0.1471,1.4199,1.1218,49.00,1.1806,47.82,44.67,60.27,72.05,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7404,415.0,True,0
R4,door_right,1,0.020,-0.850,0.685,0.0000,-1.0000,0.0000,3.481,4648,3.646,0.2620,3,-0.423,-0.943,0.1458,0.1223,0.1992,0.0330,0.1166,0.0947,0.7966,0.6749,47.41,1.1236,46.29,43.84,69.12,74.52,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7405,395.1,True,0
R4,door_right,2,0.020,-0.850,0.775,0.0000,-1.0000,0.0000,3.482,4648,3.501,0.2620,3,-0.459,-0.985,0.1464,0.1308,0.2506,0.0224,0.1189,0.1050,0.8579,0.6932,47.83,1.1696,46.66,43.68,70.07,74.22,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7406,411.4,True,0
R4,door_right,3,0.020,-0.850,0.865,0.0000,-1.0000,0.0000,3.479,4648,4.146,0.2620,3,-0.796,-0.798,0.1621,0.1037,0.3370,0.0563,0.1283,0.0820,0.9086,0.5440,44.12,0.9889,43.13,40.04,58.68,71.76,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7407,347.5,True,0
R4,door_right,4,0.020,-0.850,0.955,0.0000,-1.0000,0.0000,3.473,4648,5.257,0.2620,3,-0.893,-0.476,0.1562,0.0914,0.2062,0.0771,0.1242,0.0691,0.8923,0.5744,42.86,0.7799,42.08,39.49,61.89,72.73,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7408,274.0,True,0
R4,door_right,5,0.260,-0.850,0.595,0.0000,-1.0000,0.0000,3.481,4648,3.648,0.2620,3,-0.448,-0.943,0.1485,0.1377,0.2746,0.0495,0.1163,0.1041,0.8682,0.7624,47.77,1.1226,46.65,43.34,61.49,73.31,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7409,394.8,True,0
R4,door_right,6,0.260,-0.850,0.685,0.0000,-1.0000,0.0000,3.465,4648,6.824,0.2620,3,-0.977,-0.022,0.1378,0.0707,0.2770,0.0604,0.1079,0.0536,0.8153,0.4964,40.94,0.5982,40.34,36.95,66.21,72.63,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7410,211.1,True,0
R4,door_right,7,0.260,-0.850,0.775,0.0000,-1.0000,0.0000,3.461,4648,7.644,0.2620,3,-0.955,+0.216,0.1723,0.0852,0.4407,0.3481,0.1372,0.0642,0.9770,0.5970,40.94,0.5353,40.40,37.90,69.75,72.05,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7411,188.4,True,0
R4,door_right,8,0.260,-0.850,0.865,0.0000,-1.0000,0.0000,3.482,4648,3.486,0.2620,3,-0.320,-0.990,0.1387,0.1340,0.3535,0.0713,0.1100,0.1033,0.7994,0.6909,48.92,1.1746,47.75,45.15,69.92,74.32,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7412,413.1,True,0
R4,door_right,9,0.260,-0.850,0.955,0.0000,-1.0000,0.0000,3.467,4648,6.440,0.2620,3,-0.993,-0.133,0.1550,0.1209,0.2583,0.0842,0.1222,0.0929,0.9389,0.8084,40.30,0.6314,39.67,39.33,70.20,71.18,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7413,223.7,True,0
R4,door_right,10,0.500,-0.850,0.595,0.0000,-1.0000,0.0000,3.474,4648,5.155,0.2620,3,-0.868,-0.506,0.1364,0.1277,0.3541,0.2033,0.1092,0.1028,0.8170,0.7038,43.05,0.7922,42.26,38.17,63.19,71.80,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7414,279.4,True,0
R4,door_right,11,0.500,-0.850,0.685,0.0000,-1.0000,0.0000,3.468,4648,6.307,0.2620,3,-0.932,-0.172,0.1523,0.1019,0.3616,0.2669,0.1226,0.0758,0.9341,0.7433,41.54,0.6461,40.89,38.30,66.14,71.76,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7415,228.4,True,0
R4,door_right,12,0.500,-0.850,0.775,0.0000,-1.0000,0.0000,3.481,4648,3.689,0.2620,3,-0.606,-0.931,0.1706,0.1200,0.4264,0.1573,0.1361,0.0957,1.0367,0.6524,46.39,1.1102,45.28,42.20,62.87,72.76,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7416,390.4,True,0
R4,door_right,13,0.500,-0.850,0.865,0.0000,-1.0000,0.0000,3.481,4648,3.769,0.2620,3,-0.598,-0.908,0.1338,0.1114,0.2093,0.0281,0.1094,0.0870,0.7448,0.5696,46.18,1.0862,45.09,42.60,61.31,73.92,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7417,382.1,True,0
R4,door_right,14,0.500,-0.850,0.955,0.0000,-1.0000,0.0000,3.460,4648,7.870,0.2620,3,-0.985,+0.281,0.1425,0.0866,0.2085,0.1257,0.1128,0.0659,0.8049,0.5787,40.34,0.5167,39.82,36.09,66.65,71.92,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7418,183.0,True,0
R4,door_right,15,0.740,-0.850,0.595,0.0000,-1.0000,0.0000,3.482,4648,3.508,0.2620,3,-0.505,-0.983,0.1706,0.1220,0.1391,0.0182,0.1351,0.0980,1.0480,0.6864,47.20,1.1673,46.03,42.24,72.97,73.80,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7419,410.6,True,0
R4,door_right,16,0.740,-0.850,0.685,0.0000,-1.0000,0.0000,3.482,4648,3.489,0.2620,3,-0.261,-0.989,0.1616,0.1393,0.1766,0.0312,0.1291,0.1136,0.9123,0.6745,49.07,1.1739,47.90,46.94,59.34,73.41,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7420,412.9,True,0
R4,door_right,17,0.740,-0.850,0.775,0.0000,-1.0000,0.0000,3.482,4648,3.564,0.2620,3,-0.419,-0.967,0.1752,0.1415,0.7670,0.3529,0.1268,0.1085,1.2886,0.9972,47.61,1.1489,46.46,43.50,64.70,72.58,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7421,404.1,True,0
R4,door_right,18,0.740,-0.850,0.865,0.0000,-1.0000,0.0000,3.480,4648,3.988,0.2620,3,-0.801,-0.844,0.1763,0.1256,0.4492,0.1468,0.1401,0.0994,1.0062,0.6990,44.51,1.0246,43.49,41.68,64.17,70.89,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7422,361.2,True,0
R4,door_right,19,0.740,-0.850,0.955,0.0000,-1.0000,0.0000,3.476,4648,4.737,0.2620,3,-0.903,-0.627,0.1850,0.1648,0.9479,0.5456,0.1288,0.1213,1.3756,1.1421,42.32,0.8609,41.46,38.26,69.30,71.68,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7423,304.1,True,0
R4,door_right,20,0.980,-0.850,0.595,0.0000,-1.0000,0.0000,3.481,4648,3.637,0.2620,3,-0.573,-0.946,0.1938,0.1377,0.9856,0.6396,0.1391,0.1036,1.5030,1.0748,46.02,1.1273,44.89,42.73,64.82,71.75,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7424,396.1,True,0
R4,door_right,21,0.980,-0.850,0.685,0.0000,-1.0000,0.0000,3.462,4648,7.407,0.2620,3,-0.947,+0.147,0.1453,0.0928,0.1978,0.0944,0.1143,0.0704,0.8712,0.6339,41.25,0.5522,40.70,38.57,66.26,72.03,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7425,194.5,True,0
R4,door_right,22,0.980,-0.850,0.775,0.0000,-1.0000,0.0000,3.478,4648,4.206,0.2620,3,-0.770,-0.781,0.1368,0.1296,0.3858,0.1410,0.1085,0.0972,0.8285,0.7622,44.10,0.9735,43.13,41.18,73.48,73.92,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7426,342.5,True,0
R4,door_right,23,0.980,-0.850,0.865,0.0000,-1.0000,0.0000,3.480,4648,3.880,0.2620,3,-0.716,-0.875,0.1682,0.1127,0.4640,0.1798,0.1298,0.0892,1.0976,0.6481,44.96,1.0542,43.91,40.84,58.29,72.10,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7427,371.2,True,0
R4,door_right,24,0.980,-0.850,0.955,0.0000,-1.0000,0.0000,3.480,4648,3.947,0.2620,3,-0.629,-0.856,0.1915,0.1139,0.2014,0.0519,0.1510,0.0835,1.0963,0.7980,46.09,1.0379,45.05,41.72,70.06,73.35,True,True,True,True,True,True,True,,pass,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7428,364.9,True,0
R5,fender_left,0,1.960,0.725,0.640,0.1500,0.9703,0.1900,3.472,4648,5.491,0.2620,3,-0.925,-0.408,0.1627,0.1278,0.3544,0.2460,0.1243,0.0992,0.9682,0.7681,42.08,0.7446,41.34,39.17,72.01,70.56,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7505,262.3,True,0
R5,fender_left,1,1.960,0.735,0.700,0.1500,0.9703,0.1900,3.482,4648,3.605,0.2620,3,-0.449,-0.955,0.1772,0.1521,0.8425,0.4078,0.1278,0.1208,1.2573,0.9625,47.31,1.1348,46.18,42.70,63.37,72.41,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7506,399.5,True,0
R5,fender_left,2,1.960,0.745,0.760,0.1500,0.9703,0.1900,3.480,4648,3.888,0.2620,3,-0.665,-0.873,0.1575,0.1256,0.2662,0.0798,0.1236,0.0975,0.9416,0.7231,45.70,1.0555,44.64,41.58,63.07,72.41,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7507,370.4,True,0
R5,fender_left,3,1.960,0.755,0.820,0.1500,0.9703,0.1900,3.478,4648,4.230,0.2620,3,-0.763,-0.774,0.1623,0.1448,0.7241,0.4266,0.1195,0.1130,1.2321,0.9614,44.18,0.9670,43.21,39.63,65.30,71.91,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7508,340.5,True,0
R5,fender_left,4,1.960,0.765,0.880,0.1500,0.9703,0.1900,3.478,4648,4.345,0.2620,3,-0.812,-0.741,0.1414,0.1028,0.4083,0.1017,0.1110,0.0771,0.8632,0.6096,44.04,0.9414,43.10,40.61,69.11,73.55,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7509,331.6,True,0
R5,fender_left,5,2.080,0.725,0.660,0.1500,0.9703,0.1900,3.482,4648,3.487,0.2620,3,-0.360,-0.989,0.1378,0.1249,0.2351,0.0311,0.1128,0.0973,0.7357,0.7206,48.27,1.1741,47.10,44.82,70.42,74.36,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7510,413.0,True,0
R5,fender_left,6,2.080,0.735,0.720,0.1500,0.9703,0.1900,3.482,4648,3.488,0.2620,3,-0.383,-0.989,0.1810,0.1507,0.1973,0.0409,0.1428,0.1127,1.0697,0.8964,48.40,1.1741,47.23,43.61,62.42,73.71,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7511,412.9,True,0
R5,fender_left,7,2.080,0.745,0.780,0.1500,0.9703,0.1900,3.466,4648,6.611,0.2620,3,-0.986,-0.084,0.1899,0.1322,0.7005,0.4847,0.1477,0.1009,1.2013,0.8732,40.75,0.6154,40.13,37.70,64.36,70.74,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7512,217.9,True,0
R5,fender_left,8,2.080,0.755,0.840,0.1500,0.9703,0.1900,3.482,4648,3.495,0.2620,3,-0.411,-0.987,0.1558,0.1312,0.3249,0.0491,0.1252,0.1045,0.9022,0.7621,48.38,1.1716,47.21,43.48,68.41,73.97,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7513,412.1,True,0
R5,fender_left,9,2.080,0.765,0.900,0.1500,0.9703,0.1900,3.482,4648,3.489,0.2620,3,-0.410,-0.989,0.1676,0.1434,0.3102,0.0630,0.1329,0.1082,0.9323,0.8899,46.99,1.1736,45.82,45.23,68.45,74.11,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7514,412.8,True,0
R5,fender_left,10,2.200,0.725,0.680,0.1500,0.9703,0.1900,3.477,4648,4.594,0.2620,3,-0.840,-0.668,0.1496,0.0821,0.4245,0.1467,0.1168,0.0656,0.8931,0.4650,43.50,0.8959,42.60,40.66,66.91,73.10,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7515,313.6,True,0
R5,fender_left,11,2.200,0.735,0.740,0.1500,0.9703,0.1900,3.482,4648,3.488,0.2620,3,-0.310,-0.989,0.1731,0.1313,0.5624,0.1394,0.1344,0.1004,1.0904,0.8173,48.94,1.1740,47.77,45.04,66.38,73.68,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7516,412.9,True,0
R5,fender_left,12,2.200,0.745,0.800,0.1500,0.9703,0.1900,3.477,4648,4.497,0.2620,3,-0.813,-0.697,0.1786,0.0936,0.4391,0.3132,0.1405,0.0741,1.0105,0.6015,43.85,0.9122,42.94,40.61,70.09,72.85,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7517,320.3,True,0
R5,fender_left,13,2.200,0.755,0.860,0.1500,0.9703,0.1900,3.481,4648,3.774,0.2620,3,-0.703,-0.906,0.1351,0.1189,0.2948,0.0733,0.1061,0.0934,0.7862,0.6373,44.94,1.0846,43.86,42.34,62.62,73.46,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7518,381.6,True,0
R5,fender_left,14,2.200,0.765,0.920,0.1500,0.9703,0.1900,3.482,4648,3.489,0.2620,3,-0.281,-0.989,0.1429,0.1234,0.3459,0.0915,0.1110,0.0973,0.8462,0.6750,49.88,1.1735,48.71,45.08,66.20,74.07,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7519,412.8,True,0
R5,fender_left,15,2.320,0.725,0.700,0.1500,0.9703,0.1900,3.482,4648,3.489,0.2620,3,-0.498,-0.989,0.1617,0.1197,0.3136,0.0254,0.1284,0.0957,0.9717,0.6975,47.16,1.1735,45.99,43.04,70.80,74.13,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7520,412.8,True,0
R5,fender_left,16,2.320,0.735,0.760,0.1500,0.9703,0.1900,3.479,4648,4.038,0.2620,3,-0.777,-0.830,0.1563,0.1114,0.4630,0.1611,0.1260,0.0836,0.8904,0.6811,43.53,1.0159,42.51,42.02,74.97,74.09,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7521,356.7,True,0
R5,fender_left,17,2.320,0.745,0.820,0.1500,0.9703,0.1900,3.482,4648,3.488,0.2620,3,-0.296,-0.989,0.1532,0.1315,0.2063,0.0414,0.1229,0.1046,0.8233,0.6840,49.36,1.1738,48.19,45.80,72.27,74.22,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7522,412.9,True,0
R5,fender_left,18,2.320,0.755,0.880,0.1500,0.9703,0.1900,3.482,4648,3.488,0.2620,3,-0.185,-0.989,0.1496,0.1230,0.3286,0.0529,0.1207,0.0972,0.8580,0.6297,49.76,1.1740,48.59,47.95,64.54,74.01,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7523,412.9,True,0
R5,fender_left,19,2.320,0.765,0.940,0.1500,0.9703,0.1900,3.482,4648,3.590,0.2620,3,-0.490,-0.959,0.1674,0.1205,0.3920,0.1378,0.1355,0.0948,0.9212,0.6525,47.25,1.1414,46.11,43.96,72.57,73.72,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7524,401.2,True,0
R5,fender_left,20,2.440,0.725,0.720,0.1500,0.9703,0.1900,3.482,4648,3.489,0.2620,3,-0.338,-0.989,0.1756,0.1344,0.4522,0.1905,0.1409,0.1038,1.0103,0.8522,47.70,1.1738,46.53,46.03,71.45,74.00,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7525,412.8,True,0
R5,fender_left,21,2.440,0.735,0.780,0.1500,0.9703,0.1900,3.478,4648,4.251,0.2620,3,-0.810,-0.768,0.1524,0.1221,0.4939,0.2962,0.1187,0.0977,0.9177,0.6669,43.47,0.9628,42.51,40.50,73.13,73.50,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7526,338.9,True,0
R5,fender_left,22,2.440,0.745,0.840,0.1500,0.9703,0.1900,3.465,4648,6.792,0.2620,3,-0.964,-0.031,0.1698,0.0999,0.3302,0.1883,0.1355,0.0777,0.9690,0.6306,41.02,0.6010,40.42,37.92,63.28,70.99,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7527,212.1,True,0
R5,fender_left,23,2.440,0.755,0.900,0.1500,0.9703,0.1900,3.481,4648,3.624,0.2620,3,-0.585,-0.950,0.1408,0.1341,0.3157,0.0518,0.1142,0.1062,0.8342,0.6778,45.97,1.1307,44.84,42.95,64.09,73.55,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7528,397.4,True,0
R5,fender_left,24,2.440,0.765,0.960,0.1500,0.9703,0.1900,3.482,4648,3.487,0.2620,3,-0.235,-0.989,0.1455,0.1338,0.3610,0.0854,0.1157,0.1045,0.8520,0.7240,48.94,1.1743,47.77,47.32,69.13,74.21,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7529,413.0,True,0
R6,fender_right,0,1.960,-0.725,0.640,0.1500,-0.9703,0.1900,3.479,4648,4.099,0.2620,3,-0.736,-0.812,0.1660,0.1204,0.5131,0.2492,0.1293,0.0936,1.0556,0.7614,44.84,0.9985,43.84,39.73,60.05,72.54,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7606,351.4,True,0
R6,fender_right,1,1.960,-0.735,0.700,0.1500,-0.9703,0.1900,3.482,4648,3.490,0.2620,3,-0.495,-0.988,0.1313,0.1264,0.3091,0.0487,0.1031,0.0996,0.7641,0.6736,47.16,1.1730,45.99,42.63,67.89,74.13,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7607,412.6,True,0
R6,fender_right,2,1.960,-0.745,0.760,0.1500,-0.9703,0.1900,3.473,4648,5.358,0.2620,3,-0.894,-0.447,0.1542,0.1065,0.5758,0.3863,0.1185,0.0819,1.0317,0.7305,42.31,0.7649,41.55,38.78,65.82,72.94,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7608,268.8,True,0
R6,fender_right,3,1.960,-0.755,0.820,0.1500,-0.9703,0.1900,3.482,4648,3.460,0.2620,3,-0.486,-0.997,0.1439,0.1173,0.6363,0.2664,0.1091,0.0941,0.9995,0.5817,47.08,1.1840,45.90,42.80,68.60,73.76,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7609,416.2,True,0
R6,fender_right,4,1.960,-0.765,0.880,0.1500,-0.9703,0.1900,3.479,4648,4.172,0.2620,3,-0.758,-0.791,0.1686,0.1348,0.8362,0.4106,0.1179,0.1024,1.2933,1.0393,44.08,0.9825,43.10,40.81,61.76,72.39,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7610,345.3,True,0
R6,fender_right,5,2.080,-0.725,0.660,0.1500,-0.9703,0.1900,3.474,4648,5.040,0.2620,3,-0.909,-0.539,0.1766,0.1126,0.4782,0.1994,0.1403,0.0849,1.0657,0.7568,42.59,0.8140,41.78,38.90,71.07,73.21,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7611,285.8,True,0
R6,fender_right,6,2.080,-0.735,0.720,0.1500,-0.9703,0.1900,3.465,4648,6.844,0.2620,3,-0.961,-0.016,0.1506,0.1057,0.4045,0.2885,0.1178,0.0779,0.9918,0.8044,41.62,0.5939,41.03,37.90,68.00,70.62,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7612,210.5,True,0
R6,fender_right,7,2.080,-0.745,0.780,0.1500,-0.9703,0.1900,3.482,4648,3.489,0.2620,3,-0.319,-0.989,0.1335,0.1365,0.3549,0.0541,0.1067,0.1087,0.7857,0.7342,49.27,1.1736,48.10,44.79,73.05,74.58,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7613,412.8,True,0
R6,fender_right,8,2.080,-0.755,0.840,0.1500,-0.9703,0.1900,3.478,4648,4.362,0.2620,3,-0.806,-0.736,0.1698,0.0999,0.5348,0.1218,0.1347,0.0684,1.0239,0.6077,44.07,0.9406,43.13,40.62,67.65,73.27,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7614,330.2,True,0
R6,fender_right,9,2.080,-0.765,0.900,0.1500,-0.9703,0.1900,3.474,4648,5.108,0.2620,3,-0.918,-0.519,0.1495,0.0906,0.5255,0.2164,0.1169,0.0726,0.9521,0.5474,42.39,0.8032,41.59,39.24,68.35,72.62,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7615,282.0,True,0
R6,fender_right,10,2.200,-0.725,0.680,0.1500,-0.9703,0.1900,3.482,4648,3.489,0.2620,3,-0.367,-0.989,0.1460,0.1232,0.3557,0.0531,0.1135,0.0987,0.8693,0.5746,48.06,1.1737,46.89,45.05,71.80,74.43,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7616,412.8,True,0
R6,fender_right,11,2.200,-0.735,0.740,0.1500,-0.9703,0.1900,3.478,4648,4.312,0.2620,3,-0.766,-0.750,0.1389,0.1064,0.1956,0.0496,0.1115,0.0840,0.7549,0.5461,44.54,0.9484,43.59,40.06,70.23,72.84,True,True,True,True,True,True,True,,pass,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7617,334.1,True,0
