region_id,region_name,cell_id,position_x_m,position_y_m,position_z_m,normal_x,normal_y,normal_z,force_n,rpm,feed_speed_mm_s,step_over_ratio,pass_count,policy_action_force,policy_action_feed,roughness_before,roughness_after,scratch_before_um,scratch_after_um,ra_before_um,ra_after_um,rz_before_um,rz_after_um,clearcoat_initial_um,clearcoat_removed_um,clearcoat_remaining_um,clearcoat_remaining_min_um,gu_proxy_before,gu_proxy_after,gu_target_pass,ra_target_pass,rz_target_pass,scratch_improved,clearcoat_safe,overall_pass,failure_reason,tilt_deg,is_side,evaluation_mode,surface_seed,process_time_s,episode_completed,repolish_episodes
R3,door_left,13,0.500,0.850,0.865,0.0000,1.0000,0.0000,3.476,5436,4.609,0.1840,4,+0.310,-0.450,0.2256,0.1528,1.1625,0.3303,0.1352,0.1191,1.5540,1.0339,44.62,2.0206,42.60,40.10,55.89,70.49,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7316,624.9,True,1
R3,door_left,14,0.500,0.850,0.955,0.0000,1.0000,0.0000,3.476,5436,4.655,0.1840,4,+0.323,-0.434,0.2578,0.1692,1.3420,0.3955,0.1525,0.1279,1.7971,1.2016,44.99,2.0005,42.99,40.01,56.71,70.04,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7317,618.7,True,1
R3,door_left,15,0.740,0.850,0.595,0.0000,1.0000,0.0000,3.477,5436,4.526,0.1840,4,+0.248,-0.478,0.1690,0.1232,0.6456,0.0540,0.1224,0.0960,1.0438,0.6475,42.89,2.0579,40.83,37.67,47.96,69.92,False,True,True,True,True,False,gu_below_target(69.9<70),90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7318,636.4,True,1
R3,door_left,16,0.740,0.850,0.685,0.0000,1.0000,0.0000,3.476,5436,4.701,0.1840,4,+0.352,-0.419,0.2769,0.1538,1.5138,0.5230,0.1758,0.1159,1.8413,1.1004,46.52,1.9804,44.54,40.52,53.86,70.28,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7319,612.6,True,1
R3,door_left,17,0.740,0.850,0.775,0.0000,1.0000,0.0000,3.476,5436,4.687,0.1840,4,+0.349,-0.423,0.2392,0.1639,1.3326,0.6161,0.1458,0.1268,1.7172,1.2032,47.72,1.9872,45.73,42.64,61.97,71.58,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7320,614.5,True,1
R3,door_left,18,0.740,0.850,0.865,0.0000,1.0000,0.0000,3.475,5436,4.841,0.1840,2,+0.328,-0.372,0.1179,0.0881,0.5138,0.1674,0.0916,0.0698,0.7865,0.5734,42.12,0.9614,41.16,38.21,60.89,72.11,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7321,297.5,True,0
R3,door_left,19,0.740,0.850,0.955,0.0000,1.0000,0.0000,3.478,5436,4.247,0.1840,6,+0.217,-0.572,0.2954,0.1873,1.5868,0.3484,0.1823,0.1402,1.9615,1.1819,42.06,3.2908,38.77,35.93,58.00,63.25,False,True,True,True,True,False,gu_below_target(63.2<70),90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7322,1017.3,True,2
R3,door_left,20,0.980,0.850,0.595,0.0000,1.0000,0.0000,3.475,5436,4.957,0.1840,2,+0.380,-0.333,0.1676,0.1162,0.7740,0.3874,0.1134,0.0891,1.1744,0.8715,44.16,0.9390,43.22,40.98,55.87,70.93,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7323,290.5,True,0
R3,door_left,21,0.980,0.850,0.685,0.0000,1.0000,0.0000,3.475,5436,4.974,0.1840,2,+0.403,-0.327,0.1553,0.1067,0.7763,0.4179,0.1071,0.0815,1.0970,0.8021,49.19,0.9358,48.25,45.26,60.61,72.69,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7324,289.6,True,0
R3,door_left,22,0.980,0.850,0.775,0.0000,1.0000,0.0000,3.475,5436,4.905,0.1840,2,+0.356,-0.350,0.1517,0.0880,0.6066,0.3194,0.1143,0.0699,0.9900,0.5461,44.28,0.9487,43.33,39.64,61.20,71.85,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7325,293.6,True,0
R3,door_left,23,0.980,0.850,0.865,0.0000,1.0000,0.0000,3.478,5436,4.267,0.1840,6,+0.222,-0.565,0.2741,0.1850,1.3415,0.1823,0.1855,0.1329,1.6441,1.1488,45.32,3.2748,42.05,40.23,52.50,68.59,False,True,True,True,True,False,gu_below_target(68.6<70),90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7326,1012.5,True,2
R3,door_left,24,0.980,0.850,0.955,0.0000,1.0000,0.0000,3.475,5436,4.942,0.1840,2,+0.380,-0.338,0.1533,0.1125,0.8654,0.6043,0.1047,0.0867,1.0698,0.7314,45.75,0.9417,44.81,44.44,49.78,70.28,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7327,291.4,True,0
R4,door_right,0,0.020,-0.850,0.595,0.0000,-1.0000,0.0000,3.475,5436,4.829,0.1840,2,+0.319,-0.376,0.1245,0.1134,0.3810,0.1055,0.0959,0.0882,0.8339,0.6607,42.03,0.9639,41.07,37.78,59.93,71.98,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7404,298.2,True,0
R4,door_right,1,0.020,-0.850,0.685,0.0000,-1.0000,0.0000,3.476,5436,4.671,0.1840,4,+0.332,-0.429,0.2658,0.1572,1.2267,0.3198,0.1779,0.1204,1.5297,1.0336,44.88,1.9934,42.89,40.64,52.82,70.43,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7405,616.6,True,1
R4,door_right,2,0.020,-0.850,0.775,0.0000,-1.0000,0.0000,3.475,5436,4.918,0.1840,2,+0.368,-0.346,0.1074,0.0888,0.8340,0.3132,0.0724,0.0716,0.9044,0.5592,46.79,0.9462,45.84,42.92,63.13,73.32,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7406,292.8,True,0
R4,door_right,3,0.020,-0.850,0.865,0.0000,-1.0000,0.0000,3.476,5436,4.664,0.1840,4,+0.334,-0.431,0.2293,0.1435,0.9625,0.1354,0.1535,0.1125,1.3341,0.8208,47.77,1.9963,45.77,42.54,58.19,71.71,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7407,617.5,True,1
R4,door_right,4,0.020,-0.850,0.955,0.0000,-1.0000,0.0000,3.478,5436,4.338,0.1840,6,+0.268,-0.541,0.3347,0.2163,1.8691,0.5062,0.1926,0.1663,2.2330,1.4506,44.85,3.2210,41.63,39.10,52.42,68.07,False,True,True,True,True,False,gu_below_target(68.1<70),90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7408,995.8,True,2
R4,door_right,5,0.260,-0.850,0.595,0.0000,-1.0000,0.0000,3.475,5436,4.885,0.1840,2,+0.343,-0.357,0.1271,0.1034,0.4180,0.1431,0.0960,0.0810,0.8103,0.5886,44.95,0.9528,44.00,40.71,51.20,72.23,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7409,294.8,True,0
R4,door_right,6,0.260,-0.850,0.685,0.0000,-1.0000,0.0000,3.475,5436,4.869,0.1840,2,+0.339,-0.362,0.1584,0.0973,0.5558,0.2534,0.1200,0.0759,1.0242,0.6656,42.35,0.9561,41.39,37.82,58.35,70.52,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7410,295.8,True,0
R4,door_right,7,0.260,-0.850,0.775,0.0000,-1.0000,0.0000,3.475,5436,4.840,0.1840,2,+0.324,-0.372,0.1204,0.0875,0.6358,0.3096,0.0832,0.0698,0.8947,0.5489,41.10,0.9617,40.14,37.61,58.04,70.91,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7411,297.6,True,0
R4,door_right,8,0.260,-0.850,0.865,0.0000,-1.0000,0.0000,3.476,5436,4.700,0.1840,4,+0.353,-0.419,0.2709,0.1666,1.2718,0.3173,0.1854,0.1275,1.6761,1.0480,47.40,1.9813,45.42,42.62,51.14,70.88,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7412,612.8,True,1
R4,door_right,9,0.260,-0.850,0.955,0.0000,-1.0000,0.0000,3.475,5436,4.822,0.1840,4,+0.404,-0.378,0.3107,0.2024,1.6147,0.7385,0.1914,0.1494,2.1731,1.5825,49.76,1.9306,47.83,47.33,60.08,70.55,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7413,597.3,True,1
R4,door_right,10,0.500,-0.850,0.595,0.0000,-1.0000,0.0000,3.478,5436,4.385,0.1840,6,+0.291,-0.525,0.3879,0.2247,1.7815,0.4016,0.2589,0.1711,2.1589,1.6048,45.06,3.1861,41.87,37.49,48.36,66.58,False,True,True,True,True,False,gu_below_target(66.6<70),90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7414,985.2,True,2
R4,door_right,11,0.500,-0.850,0.685,0.0000,-1.0000,0.0000,3.478,5436,4.328,0.1840,6,+0.258,-0.544,0.3309,0.1980,1.5217,0.3523,0.2275,0.1488,1.8424,1.3182,46.44,3.2282,43.21,40.35,50.66,68.73,False,True,True,True,True,False,gu_below_target(68.7<70),90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7415,998.1,True,2
R4,door_right,12,0.500,-0.850,0.775,0.0000,-1.0000,0.0000,3.474,5436,5.000,0.1840,2,+0.382,-0.318,0.2369,0.1582,1.1191,0.6984,0.1492,0.1109,1.5914,1.1766,40.16,0.9309,39.23,36.18,50.68,65.22,False,True,True,True,True,False,gu_below_target(65.2<70);clearcoat_budget_exhausted,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7416,288.1,True,0
R4,door_right,13,0.500,-0.850,0.865,0.0000,-1.0000,0.0000,3.477,5436,4.547,0.1840,4,+0.270,-0.471,0.2302,0.1556,1.2902,0.3836,0.1426,0.1209,1.5896,1.0612,40.46,2.0482,38.41,35.99,51.12,65.72,False,True,True,True,True,False,gu_below_target(65.7<70),90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7417,633.4,True,1
R4,door_right,14,0.500,-0.850,0.955,0.0000,-1.0000,0.0000,3.478,5436,4.400,0.1840,6,+0.307,-0.520,0.3904,0.2372,1.8219,0.3713,0.2426,0.1815,2.2709,1.5945,47.37,3.1756,44.19,40.59,48.85,68.60,False,True,True,True,True,False,gu_below_target(68.6<70),90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7418,981.9,True,2
R4,door_right,15,0.740,-0.850,0.595,0.0000,-1.0000,0.0000,3.474,5436,5.095,0.1840,2,+0.409,-0.286,0.2736,0.1726,1.1380,0.8324,0.1880,0.1195,1.6115,1.2552,40.10,0.9132,39.19,35.25,55.72,63.64,False,True,True,True,True,False,gu_below_target(63.6<70);clearcoat_budget_exhausted,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7419,282.7,True,0
R4,door_right,16,0.740,-0.850,0.685,0.0000,-1.0000,0.0000,3.475,5436,4.963,0.1840,2,+0.376,-0.331,0.1536,0.1150,0.8317,0.4459,0.0999,0.0864,1.0802,0.8240,44.11,0.9376,43.17,42.45,67.97,72.33,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7420,290.2,True,0
R4,door_right,17,0.740,-0.850,0.775,0.0000,-1.0000,0.0000,3.475,5436,4.880,0.1840,2,+0.336,-0.358,0.1525,0.1007,0.6589,0.2696,0.1130,0.0788,0.9925,0.7404,41.16,0.9537,40.21,37.25,61.23,70.88,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7421,295.1,True,0
R4,door_right,18,0.740,-0.850,0.865,0.0000,-1.0000,0.0000,3.478,5436,4.375,0.1840,6,+0.302,-0.529,0.3257,0.2043,1.6492,0.3372,0.1821,0.1572,1.8730,1.2274,48.80,3.1941,45.61,43.63,54.77,69.49,False,True,True,True,True,False,gu_below_target(69.5<70),90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7422,987.6,True,2
R4,door_right,19,0.740,-0.850,0.955,0.0000,-1.0000,0.0000,3.476,5436,4.721,0.1840,4,+0.352,-0.412,0.2665,0.1726,1.6800,0.7275,0.1682,0.1314,2.0226,1.2810,45.22,1.9729,43.25,39.86,52.20,70.10,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7423,610.1,True,1
R4,door_right,20,0.980,-0.850,0.595,0.0000,-1.0000,0.0000,3.477,5436,4.558,0.1840,4,+0.275,-0.467,0.2042,0.1434,0.9641,0.2374,0.1323,0.1088,1.4129,0.9082,43.53,2.0431,41.49,39.42,59.16,70.38,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7424,631.8,True,1
R4,door_right,21,0.980,-0.850,0.685,0.0000,-1.0000,0.0000,3.476,5436,4.655,0.1840,4,+0.327,-0.434,0.2361,0.1576,0.9291,0.1770,0.1663,0.1218,1.3502,0.9107,47.46,2.0005,45.46,43.17,54.14,71.64,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7425,618.7,True,1
R4,door_right,22,0.980,-0.850,0.775,0.0000,-1.0000,0.0000,3.475,5436,4.852,0.1840,2,+0.331,-0.368,0.1502,0.1162,0.4696,0.1900,0.1115,0.0866,1.0729,0.7959,41.27,0.9594,40.31,38.18,51.02,70.60,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7426,296.8,True,0
R4,door_right,23,0.980,-0.850,0.865,0.0000,-1.0000,0.0000,3.478,5436,4.336,0.1840,6,+0.265,-0.541,0.3252,0.1959,1.3972,0.2433,0.2194,0.1466,1.8777,1.1255,47.42,3.2219,44.20,40.79,50.50,69.04,False,True,True,True,True,False,gu_below_target(69.0<70),90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7427,996.3,True,2
R4,door_right,24,0.980,-0.850,0.955,0.0000,-1.0000,0.0000,3.475,5436,4.880,0.1840,2,+0.345,-0.358,0.1345,0.0925,0.3539,0.1101,0.1040,0.0710,0.8095,0.5813,45.33,0.9538,44.38,40.93,60.40,72.44,True,True,True,True,True,True,,90.0,True,flat_trained_bc_ppo_terminal_policy_inference,7428,295.1,True,0
R5,fender_left,0,1.960,0.725,0.640,0.1500,0.9703,0.1900,3.474,5436,5.007,0.1840,2,+0.402,-0.316,0.1826,0.1260,0.8351,0.4253,0.1202,0.0947,1.1341,0.8473,45.66,0.9294,44.73,42.34,52.27,70.46,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7505,287.6,True,0
R5,fender_left,1,1.960,0.735,0.700,0.1500,0.9703,0.1900,3.475,5436,4.862,0.1840,2,+0.333,-0.365,0.1556,0.1220,1.0472,0.6824,0.1021,0.0885,1.0425,0.7216,40.50,0.9573,39.54,35.93,61.97,69.88,False,True,True,True,True,False,gu_below_target(69.9<70);clearcoat_budget_exhausted,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7506,296.2,True,0
R5,fender_left,2,1.960,0.745,0.760,0.1500,0.9703,0.1900,3.474,5436,5.013,0.1840,2,+0.400,-0.314,0.2133,0.1657,1.5203,1.1364,0.1175,0.1043,1.7083,1.4252,45.12,0.9282,44.19,41.19,66.49,70.61,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7507,287.3,True,0
R5,fender_left,3,1.960,0.755,0.820,0.1500,0.9703,0.1900,3.476,5436,4.749,0.1840,4,+0.351,-0.403,0.3372,0.1871,1.4980,0.5485,0.2196,0.1421,1.9861,1.1997,41.93,1.9594,39.97,36.17,47.31,65.89,False,True,True,True,True,False,gu_below_target(65.9<70);clearcoat_budget_exhausted,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7508,606.5,True,1
R5,fender_left,4,1.960,0.765,0.880,0.1500,0.9703,0.1900,3.477,5436,4.589,0.1840,4,+0.281,-0.457,0.2710,0.1490,1.2378,0.2592,0.1849,0.1122,1.5557,1.0251,40.98,2.0292,38.95,36.37,56.88,66.94,False,True,True,True,True,False,gu_below_target(66.9<70);clearcoat_budget_exhausted,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7509,627.7,True,1
R5,fender_left,5,2.080,0.725,0.660,0.1500,0.9703,0.1900,3.475,5436,4.817,0.1840,4,+0.406,-0.380,0.3059,0.1904,1.5612,0.6761,0.2066,0.1440,1.9205,1.4336,48.27,1.9332,46.34,43.88,53.69,70.06,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7510,598.0,True,1
R5,fender_left,6,2.080,0.735,0.720,0.1500,0.9703,0.1900,3.478,5436,4.259,0.1840,6,+0.217,-0.568,0.2608,0.1953,1.3498,0.1805,0.1558,0.1433,1.7817,1.1739,45.18,3.2818,41.90,38.11,56.97,68.57,False,True,True,True,True,False,gu_below_target(68.6<70),79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7511,1014.4,True,2
R5,fender_left,7,2.080,0.745,0.780,0.1500,0.9703,0.1900,3.474,5436,5.014,0.1840,2,+0.406,-0.314,0.1806,0.1188,0.8450,0.4045,0.1218,0.0936,1.0982,0.7366,44.74,0.9282,43.81,41.28,52.72,70.37,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7512,287.3,True,0
R5,fender_left,8,2.080,0.755,0.840,0.1500,0.9703,0.1900,3.478,5436,4.283,0.1840,6,+0.225,-0.559,0.3239,0.1973,1.5593,0.1901,0.2127,0.1477,1.9752,1.2938,43.10,3.2626,39.84,36.22,48.48,65.18,False,True,True,True,True,False,gu_below_target(65.2<70),79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7513,1008.7,True,2
R5,fender_left,9,2.080,0.765,0.900,0.1500,0.9703,0.1900,3.474,5436,5.046,0.1840,2,+0.432,-0.303,0.2121,0.1398,0.9752,0.6033,0.1424,0.1012,1.3502,1.0482,46.82,0.9223,45.90,45.51,53.79,70.21,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7514,285.4,True,0
R5,fender_left,10,2.200,0.725,0.680,0.1500,0.9703,0.1900,3.474,5436,5.000,0.1840,2,+0.418,-0.318,0.1649,0.0979,0.8826,0.4657,0.1074,0.0744,1.1613,0.7588,48.27,0.9308,47.34,45.51,64.47,72.65,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7515,288.1,True,0
R5,fender_left,11,2.200,0.735,0.740,0.1500,0.9703,0.1900,3.478,5436,4.372,0.1840,6,+0.301,-0.529,0.3246,0.1979,1.6906,0.2660,0.1823,0.1488,2.1924,1.2043,49.37,3.1957,46.17,43.29,60.31,70.30,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7516,988.2,True,2
R5,fender_left,12,2.200,0.745,0.800,0.1500,0.9703,0.1900,3.476,5436,4.611,0.1840,4,+0.287,-0.449,0.2372,0.1545,1.6652,0.9392,0.1379,0.1133,1.8457,1.1610,41.47,2.0194,39.45,37.27,61.95,67.83,False,True,True,True,True,False,gu_below_target(67.8<70),79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7517,624.6,True,1
R5,fender_left,13,2.200,0.755,0.860,0.1500,0.9703,0.1900,3.478,5436,4.320,0.1840,6,+0.252,-0.547,0.3400,0.2132,1.4697,0.2604,0.2149,0.1629,1.8814,1.3698,45.29,3.2354,42.05,40.50,50.70,68.42,False,True,True,True,True,False,gu_below_target(68.4<70),79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7518,1000.1,True,2
R5,fender_left,14,2.200,0.765,0.920,0.1500,0.9703,0.1900,3.475,5436,4.870,0.1840,2,+0.333,-0.362,0.1428,0.0935,0.7148,0.2158,0.0995,0.0725,0.9780,0.6437,41.61,0.9559,40.65,36.97,57.15,70.84,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7519,295.8,True,0
R5,fender_left,15,2.320,0.725,0.700,0.1500,0.9703,0.1900,3.475,5436,4.938,0.1840,2,+0.383,-0.339,0.1441,0.0845,0.6450,0.3733,0.1075,0.0675,0.9942,0.5776,47.28,0.9424,46.34,43.33,52.28,71.72,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7520,291.6,True,0
R5,fender_left,16,2.320,0.735,0.760,0.1500,0.9703,0.1900,3.475,5436,4.954,0.1840,2,+0.364,-0.334,0.1863,0.1299,0.9822,0.4761,0.1205,0.0964,1.2745,0.9433,40.24,0.9398,39.30,38.97,63.43,70.81,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7521,290.7,True,0
R5,fender_left,17,2.320,0.745,0.820,0.1500,0.9703,0.1900,3.475,5436,4.908,0.1840,2,+0.355,-0.349,0.1179,0.0810,0.7680,0.3375,0.0848,0.0653,0.8244,0.5139,44.68,0.9482,43.73,41.43,63.90,73.14,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7522,293.4,True,0
R5,fender_left,18,2.320,0.755,0.880,0.1500,0.9703,0.1900,3.476,5436,4.691,0.1840,4,+0.348,-0.422,0.2545,0.1551,1.1211,0.3286,0.1741,0.1221,1.4553,0.9305,46.58,1.9849,44.60,43.96,56.55,71.25,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7523,614.0,True,1
R5,fender_left,19,2.320,0.765,0.940,0.1500,0.9703,0.1900,3.478,5436,4.341,0.1840,6,+0.278,-0.540,0.3383,0.1975,1.5435,0.3605,0.2142,0.1497,1.8906,1.3207,47.83,3.2188,44.61,42.56,50.31,69.25,False,True,True,True,True,False,gu_below_target(69.2<70),79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7524,995.2,True,2
R5,fender_left,20,2.440,0.725,0.720,0.1500,0.9703,0.1900,3.474,5436,5.049,0.1840,2,+0.442,-0.302,0.2005,0.1174,0.9119,0.4772,0.1398,0.0864,1.3145,0.9234,48.73,0.9217,47.81,47.46,55.28,71.11,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7525,285.3,True,0
R5,fender_left,21,2.440,0.735,0.780,0.1500,0.9703,0.1900,3.477,5436,4.566,0.1840,4,+0.277,-0.464,0.1988,0.1338,1.7884,0.8690,0.1234,0.1024,1.6659,0.9525,42.12,2.0392,40.08,37.71,56.44,69.14,False,True,True,True,True,False,gu_below_target(69.1<70),79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7526,630.8,True,1
R5,fender_left,22,2.440,0.745,0.840,0.1500,0.9703,0.1900,3.475,5436,4.934,0.1840,2,+0.379,-0.341,0.1398,0.0879,0.4490,0.1298,0.1094,0.0712,0.8556,0.4873,48.35,0.9433,47.41,44.85,58.86,73.24,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7527,291.9,True,0
R5,fender_left,23,2.440,0.755,0.900,0.1500,0.9703,0.1900,3.476,5436,4.681,0.1840,4,+0.324,-0.426,0.2987,0.2014,1.7103,0.8773,0.1751,0.1497,2.3853,1.7768,41.45,1.9898,39.46,37.36,64.23,67.13,False,True,True,True,True,False,gu_below_target(67.1<70),79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7528,615.3,True,1
R5,fender_left,24,2.440,0.765,0.960,0.1500,0.9703,0.1900,3.475,5436,4.963,0.1840,2,+0.379,-0.331,0.1816,0.1212,0.9204,0.4800,0.1227,0.0920,1.3080,0.9270,42.36,0.9378,41.42,41.09,55.61,70.62,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7529,290.2,True,0
R6,fender_right,0,1.960,-0.725,0.640,0.1500,-0.9703,0.1900,3.475,5436,4.889,0.1840,2,+0.350,-0.355,0.1230,0.0940,0.4969,0.0939,0.0936,0.0740,0.7289,0.5398,45.25,0.9520,44.30,39.97,58.15,72.84,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7606,294.6,True,0
R6,fender_right,1,1.960,-0.735,0.700,0.1500,-0.9703,0.1900,3.475,5436,4.886,0.1840,2,+0.349,-0.356,0.1473,0.0981,0.5129,0.2571,0.1119,0.0775,0.9557,0.6069,44.34,0.9526,43.39,39.91,50.82,71.55,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7607,294.8,True,0
R6,fender_right,2,1.960,-0.745,0.760,0.1500,-0.9703,0.1900,3.474,5436,5.022,0.1840,2,+0.431,-0.311,0.1891,0.1218,0.7629,0.4133,0.1346,0.0943,1.1785,0.9059,49.30,0.9265,48.37,45.38,57.29,71.10,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7608,286.8,True,0
R6,fender_right,3,1.960,-0.755,0.820,0.1500,-0.9703,0.1900,3.475,5436,4.940,0.1840,2,+0.377,-0.338,0.1200,0.0813,0.5976,0.1589,0.0833,0.0651,0.8840,0.4456,47.57,0.9421,46.63,43.34,63.03,73.53,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7609,291.6,True,0
R6,fender_right,4,1.960,-0.765,0.880,0.1500,-0.9703,0.1900,3.478,5436,4.256,0.1840,6,+0.205,-0.568,0.2932,0.2000,1.1572,0.0889,0.2100,0.1456,1.7768,1.2506,43.80,3.2831,40.52,37.77,52.78,66.90,False,True,True,True,True,False,gu_below_target(66.9<70),79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7610,1015.0,True,2
R6,fender_right,5,2.080,-0.725,0.660,0.1500,-0.9703,0.1900,3.478,5436,4.268,0.1840,6,+0.208,-0.565,0.2981,0.2031,1.3305,0.1207,0.2048,0.1510,1.7402,1.1858,42.84,3.2748,39.57,36.33,50.12,65.41,False,True,True,True,True,False,gu_below_target(65.4<70),79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7611,1012.3,True,2
R6,fender_right,6,2.080,-0.735,0.720,0.1500,-0.9703,0.1900,3.478,5436,4.284,0.1840,6,+0.232,-0.559,0.2975,0.1979,1.2554,0.1177,0.2020,0.1456,1.8527,1.2773,46.05,3.2617,42.79,39.41,52.48,68.74,False,True,True,True,True,False,gu_below_target(68.7<70),79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7612,1008.4,True,2
R6,fender_right,7,2.080,-0.745,0.780,0.1500,-0.9703,0.1900,3.475,5436,4.959,0.1840,2,+0.380,-0.332,0.1566,0.1174,0.7294,0.3307,0.1015,0.0914,0.9841,0.7920,43.95,0.9386,43.01,39.85,53.38,70.94,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7613,290.4,True,0
R6,fender_right,8,2.080,-0.755,0.840,0.1500,-0.9703,0.1900,3.475,5436,4.914,0.1840,2,+0.363,-0.347,0.1345,0.0816,0.4732,0.1496,0.1021,0.0634,0.8624,0.4889,46.63,0.9470,45.68,43.11,63.06,73.36,True,True,True,True,True,True,,79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7614,293.1,True,0
R6,fender_right,9,2.080,-0.765,0.900,0.1500,-0.9703,0.1900,3.476,5436,4.601,0.1840,4,+0.294,-0.452,0.2389,0.1471,1.3270,0.4449,0.1453,0.1122,1.7481,1.0405,40.75,2.0230,38.73,36.23,58.99,66.19,False,True,True,True,True,False,gu_below_target(66.2<70),79.0,True,flat_trained_bc_ppo_terminal_policy_inference,7615,626.0,True,1
