cell_id,region,cx,cy,cz,nx,ny,nz,ux,uy,uz,vx,vy,vz
388,top,0.06052,-0.6607,0.68574,0.03084,-0.03503,0.99891,0.99952,0.00108,-0.03082,0.0,0.99939,0.03504
389,top,0.05939,-0.53695,0.68589,0.03031,0.00815,0.99951,0.99954,-0.00025,-0.0303,-0.0,0.99997,-0.00815
390,top,0.06191,-0.45115,0.68558,0.02106,-0.00755,0.99975,0.99978,0.00016,-0.02106,-0.0,0.99997,0.00755
391,top,0.05729,0.18163,0.94378,0.0021,-0.16849,0.9857,1.0,0.00035,-0.00207,0.0,0.9857,0.16849
392,top,0.05687,0.29966,0.95787,-0.02796,-0.06737,0.99734,0.99961,-0.00188,0.0279,-0.0,0.99773,0.06739
393,top,0.05684,0.4208,0.96145,-0.03501,0.00921,0.99934,0.99939,0.00032,0.03501,-0.0,0.99996,-0.00922
394,top,0.05317,0.54187,0.95655,-0.00978,0.05829,0.99825,0.99995,0.00057,0.00977,0.0,0.9983,-0.0583
395,top,0.05557,0.65724,0.94368,-0.0063,0.14935,0.98876,0.99998,0.00094,0.00623,0.0,0.98878,-0.14935
396,top,0.0565,0.76819,0.92465,0.00694,0.2134,0.97694,0.99998,-0.00148,-0.00678,0.0,0.97696,-0.2134
397,top,0.05974,1.41973,0.68094,0.03052,0.03166,0.99903,0.99953,-0.00097,-0.03051,0.0,0.9995,-0.03168
398,top,0.1743,-1.46137,0.41817,0.04305,-0.58931,0.80676,0.99907,0.02539,-0.03476,0.0,0.80751,0.58986
399,top,0.17967,-1.38397,0.52777,0.103,-0.38345,0.9178,0.99468,0.03971,-0.09504,0.0,0.92271,0.3855
400,top,0.17934,-1.26244,0.58301,0.07098,-0.32164,0.9442,0.99748,0.02289,-0.06719,0.0,0.94658,0.32246
401,top,0.18208,-1.1435,0.62201,0.01663,-0.26915,0.96296,0.99986,0.00448,-0.01602,0.0,0.96309,0.26918
402,top,0.18348,-1.02093,0.64677,-0.01245,-0.16294,0.98656,0.99992,-0.00203,0.01228,0.0,0.98663,0.16296
403,top,0.18094,-0.90308,0.66601,-0.01357,-0.13412,0.99087,0.99991,-0.00182,0.01345,0.0,0.99096,0.13414
404,top,0.18345,-0.78233,0.67592,-0.01332,-0.05512,0.99839,0.99991,-0.00073,0.0133,0.0,0.99848,0.05512
405,top,0.18123,-0.66118,0.68247,0.0044,-0.03141,0.9995,0.99999,0.00014,-0.0044,0.0,0.99951,0.03141
406,top,0.18204,-0.53781,0.68253,0.01361,0.00594,0.99989,0.99991,-8e-05,-0.01361,0.0,0.99998,-0.00594
407,top,0.18485,-0.44854,0.6831,0.01582,-0.01122,0.99981,0.99987,0.00018,-0.01581,0.0,0.99994,0.01122
408,top,0.17765,0.18526,0.94166,0.05495,-0.22907,0.97186,0.99849,0.01261,-0.05349,0.0,0.97333,0.22942
409,top,0.17779,0.29741,0.95857,0.05249,-0.09146,0.99442,0.99862,0.00481,-0.05227,0.0,0.9958,0.09158
410,top,0.17596,0.4194,0.96535,0.0379,-0.00343,0.99928,0.99928,0.00013,-0.0379,0.0,0.99999,0.00343
411,top,0.17612,0.54059,0.96181,0.00871,0.0577,0.9983,0.99996,-0.0005,-0.0087,0.0,0.99833,-0.0577
412,top,0.17651,0.65884,0.94595,0.01374,0.19584,0.98054,0.99991,-0.00269,-0.01348,0.0,0.98063,-0.19586
413,top,0.17742,0.76448,0.92155,0.06748,0.26164,0.9628,0.99772,-0.0177,-0.06512,0.0,0.965,-0.26224
414,top,0.18454,1.41245,0.67794,0.00802,0.03808,0.99924,0.99997,-0.00031,-0.00802,0.0,0.99927,-0.03808
415,top,0.18472,1.46929,0.60622,0.05026,0.31175,0.94884,0.99874,-0.01569,-0.04775,0.0,0.95004,-0.31214
416,top,0.3002,-1.37484,0.51239,0.16819,-0.44469,0.87975,0.98575,0.07587,-0.1501,0.0,0.89246,0.45112
417,top,0.29955,-1.26013,0.57202,0.11447,-0.36534,0.92381,0.99343,0.0421,-0.10645,0.0,0.92992,0.36775
418,top,0.30086,-1.14299,0.61648,0.09194,-0.30033,0.9494,0.99576,0.02773,-0.08766,0.0,0.95343,0.3016
419,top,0.30159,-1.01951,0.64205,0.11275,-0.1533,0.98173,0.99362,0.0174,-0.1114,-0.0,0.98803,0.15429
420,top,0.30138,-0.90182,0.65912,0.12999,-0.11859,0.9844,0.99152,0.01555,-0.12906,0.0,0.99282,0.1196
421,top,0.30144,-0.78086,0.66984,0.0995,-0.08165,0.99168,0.99504,0.00816,-0.09916,0.0,0.99663,0.08206
422,top,0.29968,-0.66018,0.67978,0.06757,-0.04752,0.99658,0.99771,0.00322,-0.06749,0.0,0.99887,0.04762
423,top,0.30102,-0.53857,0.67915,0.0844,0.02963,0.99599,0.99643,-0.00251,-0.08436,0.0,0.99956,-0.02973
424,top,0.30117,-0.43354,0.67502,0.10473,0.06713,0.99223,0.9945,-0.00707,-0.1045,0.0,0.99772,-0.0675
425,top,0.30221,0.19022,0.92775,0.24446,-0.22808,0.94245,0.96966,0.0575,-0.2376,0.0,0.97194,0.23521
426,top,0.30277,0.29952,0.94315,0.24993,-0.07683,0.96521,0.96826,0.01983,-0.24914,0.0,0.99685,0.07935
427,top,0.30405,0.4208,0.9482,0.25633,0.00488,0.96658,0.96659,-0.00129,-0.25633,-0.0,0.99999,-0.00505
428,top,0.30183,0.54243,0.94437,0.25062,0.06168,0.96612,0.96808,-0.01597,-0.25012,0.0,0.99797,-0.06371
429,top,0.30403,0.66167,0.92765,0.24695,0.17853,0.95244,0.96903,-0.0455,-0.24272,0.0,0.98288,-0.18424
430,top,0.27931,0.74901,0.91451,0.16232,0.26355,0.95089,0.98674,-0.04336,-0.15643,0.0,0.96367,-0.26709
431,top,0.33835,1.26898,0.7107,0.1458,0.32162,0.93558,0.98931,-0.0474,-0.13788,0.0,0.94568,-0.3251
432,top,0.30359,1.37904,0.68305,0.05132,0.21526,0.97521,0.99868,-0.01106,-0.05011,-0.0,0.97649,-0.21555
433,top,0.29224,1.46386,0.51929,0.09987,0.42499,0.89967,0.995,-0.04266,-0.0903,0.0,0.90419,-0.42713
434,top,0.4038,-1.37757,0.43866,0.18687,-0.47597,0.85938,0.98238,0.09054,-0.16347,0.0,0.87479,0.48451
435,top,0.41833,-1.25946,0.55198,0.18754,-0.37353,0.90846,0.98226,0.07132,-0.17345,0.0,0.92487,0.38028
436,top,0.41986,-1.14507,0.59672,0.19271,-0.30256,0.93345,0.98126,0.05942,-0.18332,-0.0,0.95128,0.30834
437,top,0.42105,-1.02082,0.62182,0.20741,-0.14873,0.96688,0.97825,0.03153,-0.205,-0.0,0.98837,0.15204
438,top,0.42294,-0.9005,0.6394,0.2046,-0.13212,0.96989,0.97885,0.02762,-0.20272,0.0,0.99085,0.13497
439,top,0.42052,-0.77885,0.65437,0.19834,-0.10917,0.97404,0.98013,0.02209,-0.1971,-0.0,0.99378,0.11138
440,top,0.42162,-0.6606,0.66583,0.20034,-0.05486,0.97819,0.97973,0.01122,-0.20003,0.0,0.99843,0.05599
441,top,0.42289,-0.53908,0.66592,0.17507,0.02004,0.98435,0.98456,-0.00356,-0.17504,0.0,0.99979,-0.02036
442,top,0.4192,-0.42287,0.66213,0.1021,0.04576,0.99372,0.99477,-0.0047,-0.102,-0.0,0.99894,-0.046
443,top,0.41274,0.19931,0.89215,0.40085,-0.19306,0.89557,0.91614,0.08447,-0.39185,0.0,0.97754,0.21073
444,top,0.40995,0.29839,0.90603,0.42377,-0.0641,0.9035,0.90577,0.02999,-0.4227,0.0,0.99749,0.07076
445,top,0.40074,0.41891,0.91559,0.39535,0.00535,0.91851,0.91853,-0.0023,-0.39535,0.0,0.99998,-0.00583
446,top,0.40021,0.542,0.91071,0.42855,0.06675,0.90105,0.90352,-0.03166,-0.42737,0.0,0.99727,-0.07388
447,top,0.41282,0.66293,0.88587,0.50483,0.14982,0.85012,0.86322,-0.08762,-0.49717,-0.0,0.98482,-0.17356
448,top,0.43026,0.77764,0.85144,0.57079,0.20869,0.79414,0.8211,-0.14507,-0.55204,0.0,0.96716,-0.25415
449,top,0.43379,0.90375,0.80774,0.55819,0.29555,0.77529,0.82972,-0.19883,-0.52157,0.0,0.93441,-0.35621
450,top,0.42287,1.01824,0.76794,0.52834,0.33046,0.78208,0.84903,-0.20564,-0.48668,0.0,0.92115,-0.38922
451,top,0.40267,1.13904,0.7355,0.41963,0.28618,0.8614,0.9077,-0.1323,-0.39823,-0.0,0.949,-0.31529
452,top,0.4027,1.25972,0.69245,0.30281,0.27857,0.91143,0.95305,-0.08851,-0.28959,0.0,0.95633,-0.2923
453,top,0.42669,1.37677,0.57588,0.2606,0.40422,0.87675,0.96545,-0.10911,-0.23666,0.0,0.90813,-0.41868
454,top,0.50048,-1.24465,0.53961,0.28802,-0.38371,0.87739,0.95763,0.1154,-0.26388,0.0,0.91621,0.40069
455,top,0.51722,-1.13617,0.57765,0.27929,-0.28731,0.91621,0.96021,0.08357,-0.2665,0.0,0.95418,0.29922
456,top,0.54432,-1.01973,0.5925,0.34461,-0.17387,0.9225,0.93875,0.06383,-0.33864,-0.0,0.9827,0.18522
457,top,0.54266,-0.90291,0.61331,0.25425,-0.14447,0.95629,0.96714,0.03798,-0.2514,0.0,0.98878,0.14937
458,top,0.53989,-0.78149,0.6264,0.24137,-0.07602,0.96745,0.97043,0.01891,-0.24063,0.0,0.99693,0.07834
459,top,0.5409,-0.66063,0.6343,0.26853,-0.0418,0.96236,0.96327,0.01165,-0.26828,0.0,0.99906,0.04339
460,top,0.5391,-0.541,0.63809,0.27081,-0.02715,0.96225,0.96263,0.00764,-0.2707,-0.0,0.9996,0.0282
461,top,0.54318,-0.42175,0.64115,0.26369,-0.03482,0.96398,0.96461,0.00952,-0.26352,0.0,0.99935,0.0361
462,top,0.54653,-0.3033,0.6427,0.26572,0.00126,0.96405,0.96405,-0.00035,-0.26572,0.0,1.0,-0.00131
463,top,0.56742,-0.18595,0.63949,0.41789,-0.07399,0.90548,0.9085,0.03403,-0.4165,0.0,0.99668,0.08144
464,top,0.58145,-0.0619,0.63733,0.54312,0.00842,0.83961,0.83966,-0.00545,-0.54309,0.0,0.99995,-0.01003
465,top,0.58182,0.05797,0.63593,0.60383,0.00606,0.79709,0.79711,-0.00459,-0.60381,0.0,0.99997,-0.0076
466,top,0.57959,0.1628,0.6369,0.67194,0.01797,0.74039,0.74061,-0.0163,-0.67174,0.0,0.99971,-0.02426
467,top,0.57604,0.70215,0.62103,0.65429,-0.09967,0.74964,0.75624,0.08623,-0.64859,0.0,0.99128,0.13179
468,top,0.5732,0.7777,0.63012,0.43559,-0.05526,0.89845,0.90015,0.02674,-0.43476,0.0,0.99811,0.06139
469,top,0.5665,0.90111,0.63644,0.23696,-0.01189,0.97145,0.97152,0.0029,-0.23694,0.0,0.99993,0.01224
470,top,0.56041,1.02349,0.63204,0.31421,0.08784,0.94528,0.94935,-0.02907,-0.31286,0.0,0.99571,-0.09253
471,top,0.5431,1.13693,0.62567,0.31391,0.12919,0.94062,0.94945,-0.04271,-0.31099,0.0,0.9907,-0.13607
472,top,0.51539,1.25527,0.61277,0.26131,0.23051,0.93733,0.96526,-0.0624,-0.25375,0.0,0.97107,-0.23881
473,top,0.49545,1.36586,0.54771,0.19917,0.46772,0.86114,0.97996,-0.09506,-0.17502,0.0,0.87875,-0.47729
474,top,0.61682,-0.99506,0.55813,0.62696,-0.19394,0.75453,0.77905,0.15608,-0.60722,-0.0,0.96852,0.24894
475,top,0.61542,-0.91487,0.57967,0.65431,-0.1708,0.73668,0.75622,0.14778,-0.63741,0.0,0.97416,0.22586
476,top,0.60889,-0.53951,0.61828,0.41808,-0.02008,0.90819,0.90841,0.00924,-0.41798,0.0,0.99976,0.0221
477,top,0.61115,-0.41676,0.61986,0.42047,-0.02468,0.90697,0.90731,0.01144,-0.42031,0.0,0.99963,0.0272
478,top,0.61311,-0.29967,0.62001,0.44939,0.00856,0.89329,0.89333,-0.00431,-0.44937,0.0,0.99995,-0.00958
479,top,0.61389,-0.17969,0.61896,0.50281,0.00784,0.86436,0.8644,-0.00456,-0.50279,-0.0,0.99996,-0.00907
480,top,0.6142,-0.06422,0.61598,0.58951,0.0284,0.80726,0.80776,-0.02073,-0.58914,-0.0,0.99938,-0.03516
481,top,0.61295,0.05327,0.61185,0.66083,0.0377,0.74958,0.75053,-0.0332,-0.66,0.0,0.99874,-0.05023
482,top,0.60894,0.77996,0.61278,0.5817,-0.14671,0.80007,0.81341,0.10492,-0.57216,0.0,0.9836,0.18036
