cell_id,region,center_x_m,center_y_m,center_z_m,tilt_deg,is_side,quad_c3,quad_c5,fit_rms_mm,outcome,passes,gu_before,gu_final,ra_final_um,rz_final_um,scratch_before_um,scratch_final_um,clearcoat_initial_um,clearcoat_min_um,temperature_peak_c,gu_target_pass,ra_target_pass,rz_target_pass,scratch_improved,clearcoat_safe,warranty_removal_ok,overall_pass,disposition,checkpoint
350,top,-0.181,-0.903,0.666,7.7,False,+0.0209,-0.5118,1.58,success,1,71.63,72.26,0.1311,0.813,0.523,0.139,45.31,40.51,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
351,top,-0.183,-0.782,0.676,3.3,False,+0.0546,+0.0462,1.62,fail_clearcoat_budget,1,60.34,67.63,0.1254,0.971,0.948,0.286,41.10,36.31,35.87,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
352,top,-0.181,-0.661,0.682,1.7,False,+0.4187,-0.4803,1.36,success,1,73.25,72.76,0.1090,0.783,0.388,0.064,46.40,42.02,35.90,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
353,top,-0.182,-0.538,0.683,0.6,False,+0.3958,+0.1358,1.56,success,1,66.34,71.65,0.1183,0.763,0.275,0.073,45.15,40.68,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
354,top,-0.184,-0.449,0.683,1.1,False,+0.0533,-0.1637,1.36,fail_clearcoat_budget,1,70.62,69.96,0.1117,0.676,0.248,0.046,42.38,36.22,35.89,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
355,top,-0.178,0.184,0.942,13.8,False,-0.0723,-0.7578,1.59,success,1,55.69,71.80,0.1229,0.814,0.394,0.059,45.54,40.84,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
356,top,-0.178,0.298,0.959,5.9,False,-0.4831,-0.2608,1.93,success,1,63.53,72.01,0.1359,1.175,0.962,0.347,47.75,43.46,35.83,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
357,top,-0.177,0.420,0.965,1.3,False,-1.0612,-0.4378,2.79,success,1,65.82,73.23,0.1096,0.773,0.490,0.055,47.09,44.68,35.82,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
358,top,-0.176,0.541,0.962,3.1,False,-1.3476,-0.4583,3.42,success,1,62.48,70.62,0.1188,0.900,0.217,0.046,48.15,44.73,35.81,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
359,top,-0.177,0.660,0.946,11.4,False,-0.9601,-0.1571,2.61,success,1,70.97,70.69,0.1122,0.791,0.240,0.012,41.81,37.74,35.82,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
360,top,-0.178,0.766,0.921,16.0,False,-0.2771,-0.4178,1.86,success,1,70.97,71.98,0.1172,0.755,0.514,0.112,45.28,39.82,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
361,top,-0.186,1.413,0.678,1.9,False,+1.6689,-4.8947,17.64,fail_force_overload,0,70.32,72.01,0.1833,1.010,0.391,0.273,44.36,41.00,34.87,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
362,top,-0.183,1.470,0.579,15.9,False,-0.2277,+16.7217,9.37,fail_force_overload,0,71.43,71.43,0.1074,0.947,0.481,0.481,44.90,42.97,37.05,True,True,True,False,True,True,False,spot_repaint_review,model_ppo_curved.pt
363,top,-0.070,-1.462,0.466,33.5,False,+4.6676,-0.2785,36.79,fail_force_overload,0,73.38,74.89,0.1195,0.955,0.228,0.138,48.36,45.92,38.28,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
364,top,-0.063,-1.385,0.536,20.6,False,+0.1752,-0.8803,14.57,success,1,58.24,71.37,0.1309,0.846,0.290,0.032,45.53,39.97,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
365,top,-0.062,-1.262,0.589,17.8,False,-0.0785,-0.0152,0.43,success,1,66.10,72.98,0.1088,0.707,0.409,0.047,46.51,42.16,35.83,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
366,top,-0.063,-1.144,0.625,14.7,False,-0.0703,-0.7791,1.35,success,1,64.24,72.91,0.1433,1.119,0.266,0.034,48.57,43.51,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
367,top,-0.063,-1.019,0.648,8.9,False,-0.0807,+0.0122,0.60,fail_clearcoat_budget,1,59.75,68.62,0.1184,0.761,0.230,0.040,41.14,36.59,35.80,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
368,top,-0.063,-0.902,0.666,7.7,False,-0.0301,-0.3952,0.99,success,1,56.47,72.24,0.1174,0.860,0.876,0.149,48.99,43.17,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
369,top,-0.064,-0.784,0.677,4.6,False,-0.0970,+0.0250,0.84,success,1,73.16,70.70,0.1235,0.776,0.219,0.048,42.60,37.61,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
370,top,-0.064,-0.661,0.686,2.8,False,-0.0628,-0.5124,1.29,success,1,66.48,71.97,0.1302,0.924,0.471,0.072,43.84,41.22,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
371,top,-0.063,-0.537,0.686,1.8,False,-0.0678,+0.0596,1.07,success,1,61.98,72.45,0.1315,0.930,0.544,0.116,49.11,43.99,35.80,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
372,top,-0.066,-0.452,0.686,1.2,False,-0.0717,+0.0852,1.12,success,1,65.02,71.15,0.1113,0.771,0.294,0.026,43.57,38.43,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
373,top,-0.062,0.182,0.944,9.5,False,+0.0796,-0.4090,1.62,success,1,68.48,72.63,0.1183,0.781,0.255,0.043,47.51,43.57,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
374,top,-0.063,0.300,0.958,4.3,False,+0.4894,-0.2132,1.87,success,1,63.06,70.16,0.1119,0.680,0.147,0.030,42.15,38.03,35.91,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
375,top,-0.061,0.421,0.962,1.4,False,+0.5957,-0.4491,2.13,fail_clearcoat_budget,1,70.07,69.29,0.1319,0.923,0.291,0.038,41.08,36.59,35.90,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
376,top,-0.058,0.542,0.957,3.3,False,+0.6028,-0.4262,2.34,success,1,62.95,72.37,0.1290,0.903,0.263,0.051,46.68,44.26,35.90,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
377,top,-0.060,0.658,0.944,8.6,False,+0.5608,-0.0230,2.23,success,1,73.53,72.91,0.1160,0.713,0.289,0.029,46.83,42.13,35.91,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
378,top,-0.061,0.768,0.925,12.6,False,+0.0089,-0.5875,1.75,success,1,68.95,73.45,0.1224,0.832,0.281,0.041,49.43,44.91,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
379,top,-0.064,1.420,0.681,2.3,False,+1.6952,-4.7990,17.72,fail_force_overload,0,67.99,71.11,0.1705,1.021,0.344,0.155,41.69,37.36,34.85,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
380,top,-0.058,1.471,0.618,14.6,False,-1.7632,-39.7967,41.46,fail_force_overload,0,65.74,70.61,0.1253,0.762,0.401,0.308,43.68,42.78,34.47,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
381,top,0.069,-1.461,0.466,33.5,False,+4.7969,-0.3828,35.61,fail_force_overload,0,54.60,70.83,0.0812,0.538,0.296,0.142,48.82,44.29,35.49,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
382,top,0.058,-1.385,0.537,20.3,False,+0.0400,-0.9196,13.65,success,1,66.15,73.44,0.1166,0.774,0.181,0.017,48.72,44.33,35.90,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
383,top,0.057,-1.262,0.589,17.7,False,-0.1045,-0.0165,0.55,success,1,56.73,71.79,0.1160,0.871,0.312,0.046,45.45,41.55,35.83,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
384,top,0.059,-1.144,0.625,14.6,False,-0.0815,-0.7759,1.41,fail_clearcoat_budget,1,61.59,67.89,0.1106,0.714,0.237,0.028,40.61,35.53,35.87,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
385,top,0.059,-1.019,0.648,8.8,False,-0.0961,+0.0171,0.68,fail_quality_regression,2,63.89,63.09,0.1420,1.012,0.333,0.039,41.89,35.69,35.85,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
386,top,0.059,-0.902,0.666,7.6,False,-0.0263,-0.4018,1.03,success,1,70.02,73.15,0.1122,0.713,0.327,0.036,46.47,41.18,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
387,top,0.059,-0.784,0.677,4.6,False,-0.1059,+0.0214,0.91,fail_clearcoat_budget,1,58.06,66.71,0.1151,0.859,0.759,0.190,40.59,35.75,35.82,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
388,top,0.061,-0.661,0.686,2.7,False,-0.0876,-0.5110,1.40,fail_quality_regression,2,61.09,64.13,0.1367,0.999,0.460,0.055,42.33,36.10,35.89,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
389,top,0.059,-0.537,0.686,1.8,False,-0.0732,+0.0616,1.17,success,1,65.11,72.31,0.1180,0.726,0.380,0.045,45.91,39.85,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
390,top,0.061,-0.451,0.686,1.3,False,-0.0996,+0.1429,1.21,success,1,59.40,70.29,0.1259,0.830,0.276,0.042,42.35,38.36,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
391,top,0.057,0.182,0.944,9.7,False,+0.1282,-0.3965,1.64,fail_clearcoat,2,65.06,62.04,0.1487,1.143,0.394,0.026,42.21,34.97,35.90,False,True,True,True,False,True,False,spot_repaint_review,model_ppo_curved.pt
392,top,0.057,0.300,0.958,4.2,False,+0.4256,-0.2325,1.84,success,1,72.90,71.41,0.1263,0.872,0.448,0.089,42.79,38.80,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
393,top,0.056,0.421,0.961,2.0,False,+0.6312,-0.4399,2.10,fail_clearcoat,1,71.21,64.23,0.1153,0.737,0.136,0.012,40.14,34.81,35.89,False,True,True,True,False,True,False,spot_repaint_review,model_ppo_curved.pt
394,top,0.053,0.542,0.957,3.4,False,+0.5071,-0.3727,2.36,success,1,70.40,70.44,0.1226,0.966,0.149,0.018,42.91,37.37,35.89,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
395,top,0.056,0.657,0.944,8.6,False,+0.4423,-0.0227,2.19,success,1,55.55,70.40,0.1238,0.736,0.198,0.053,44.05,39.75,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
396,top,0.056,0.768,0.925,12.3,False,-0.0002,-0.6002,1.80,success,1,61.01,70.06,0.1209,0.826,0.472,0.074,41.86,39.12,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
397,top,0.060,1.420,0.681,2.5,False,+1.3604,-16.6424,13.45,fail_force_overload,0,73.05,73.05,0.1335,0.992,0.188,0.188,49.13,46.43,26.33,True,True,True,False,True,True,False,spot_repaint_review,model_ppo_curved.pt
398,top,0.175,-1.462,0.417,36.3,False,-1.0497,+7.6188,47.62,fail_force_overload,0,68.41,69.11,0.1021,0.606,0.236,0.207,47.51,44.61,35.37,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
399,top,0.179,-1.384,0.527,23.4,False,+0.3789,-1.6496,16.63,success,1,73.57,72.56,0.1154,0.853,0.304,0.043,44.40,41.42,35.93,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
400,top,0.179,-1.262,0.583,19.2,False,-0.4115,-0.0222,1.02,success,1,60.89,72.50,0.1200,0.806,0.446,0.088,47.42,43.23,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
401,top,0.182,-1.144,0.622,15.7,False,-0.0983,-0.8434,1.95,success,1,66.29,72.18,0.1178,0.784,0.257,0.050,44.29,41.25,35.89,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
402,top,0.183,-1.021,0.647,9.4,False,+0.0825,-0.0202,1.51,success,1,64.58,72.58,0.1260,0.832,0.298,0.055,47.61,42.55,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
403,top,0.181,-0.903,0.666,7.8,False,+0.0120,-0.5073,1.69,success,1,65.67,72.35,0.1202,0.769,0.256,0.034,45.79,40.69,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
404,top,0.183,-0.782,0.676,3.3,False,+0.0529,+0.0615,1.74,success,1,66.08,72.03,0.1411,0.955,0.156,0.017,45.24,40.06,35.81,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
405,top,0.181,-0.661,0.682,1.8,False,+0.3869,-0.5099,1.50,success,1,69.25,73.85,0.1209,0.792,0.368,0.042,49.66,45.51,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
406,top,0.182,-0.538,0.683,0.8,False,+0.3936,+0.1581,1.71,success,1,71.93,73.20,0.1220,0.746,0.434,0.037,46.32,41.79,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
407,top,0.184,-0.449,0.683,1.1,False,+0.0180,-0.2441,1.59,success,1,58.66,70.70,0.1119,0.699,0.390,0.045,43.95,38.74,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
408,top,0.178,0.185,0.942,13.6,False,-0.0293,-0.7741,1.59,success,1,66.80,71.18,0.1268,0.837,0.672,0.170,43.66,39.28,35.88,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
409,top,0.178,0.297,0.959,6.1,False,-0.3586,-0.2753,1.94,success,1,61.46,72.07,0.1283,0.891,0.363,0.061,46.75,41.67,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
410,top,0.176,0.419,0.965,2.1,False,-0.9884,-0.4683,2.69,success,1,67.47,72.36,0.1163,0.857,0.940,0.184,47.69,42.24,35.82,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
411,top,0.176,0.541,0.962,3.3,False,-1.2637,-0.4005,3.39,success,1,72.43,72.96,0.1111,0.728,0.270,0.054,47.21,42.74,35.78,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
412,top,0.176,0.659,0.946,11.3,False,-0.9656,-0.1720,2.80,success,1,66.37,72.43,0.1269,0.879,0.862,0.180,48.01,43.28,35.76,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
413,top,0.177,0.764,0.922,15.7,False,-0.2726,-0.3977,2.07,success,1,69.78,70.54,0.1320,1.072,0.542,0.082,41.23,38.78,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
414,top,0.184,1.412,0.678,2.2,False,+1.4632,-4.8725,17.21,fail_force_overload,0,60.33,68.02,0.1466,0.840,0.178,0.118,42.53,37.67,35.02,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
415,top,0.185,1.469,0.606,18.4,False,-2.0290,-26.7249,20.01,fail_force_overload,0,72.06,72.12,0.1088,0.832,0.444,0.436,48.04,45.40,34.99,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
416,top,0.300,-1.375,0.512,28.4,False,-0.3713,-2.8957,14.65,success,1,68.92,72.25,0.1162,0.711,0.223,0.032,45.31,40.39,35.89,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
417,top,0.300,-1.260,0.572,22.5,False,-0.4298,-0.0007,1.03,success,1,62.03,72.67,0.1225,0.764,0.574,0.115,48.17,43.89,35.83,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
418,top,0.301,-1.143,0.616,18.3,False,-0.4671,-1.0515,2.28,fail_clearcoat_budget,1,64.98,68.04,0.1248,0.893,0.665,0.172,41.11,35.62,35.86,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
419,top,0.302,-1.020,0.642,11.0,False,-0.4239,-0.0756,1.10,success,1,73.91,72.56,0.1128,0.736,0.231,0.029,46.52,40.65,35.82,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
420,top,0.301,-0.902,0.659,10.1,False,-0.0838,-0.3733,1.24,success,1,73.16,71.49,0.1246,0.756,0.456,0.064,42.61,39.80,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
421,top,0.301,-0.781,0.670,7.4,False,+0.2047,+0.1295,1.29,success,1,67.91,72.84,0.1232,0.913,0.495,0.066,47.81,43.10,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
422,top,0.300,-0.660,0.680,4.7,False,-0.0829,-0.6778,1.70,success,1,65.84,72.27,0.1139,0.735,0.350,0.028,46.43,42.54,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
423,top,0.301,-0.539,0.679,5.1,False,-0.0945,+0.0024,1.41,fail_clearcoat_budget,1,62.61,69.60,0.1239,0.776,0.261,0.041,41.69,36.65,35.85,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
424,top,0.301,-0.434,0.675,7.1,False,-0.0585,-0.5206,1.50,fail_quality_regression,2,65.93,61.72,0.1481,1.215,0.286,0.020,41.57,35.78,36.14,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
425,top,0.302,0.190,0.928,19.5,False,-1.3062,-0.9245,3.15,success,1,72.12,73.48,0.1227,0.870,0.193,0.059,48.53,44.54,35.83,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
426,top,0.303,0.300,0.943,15.2,False,-1.3477,-0.2627,2.92,success,1,71.87,73.50,0.1257,0.976,0.198,0.029,49.42,45.28,35.75,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
427,top,0.304,0.421,0.948,14.9,False,-1.2360,-0.4701,3.10,success,1,62.22,71.92,0.1079,0.701,0.271,0.041,46.14,40.92,35.81,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
428,top,0.302,0.542,0.944,15.0,False,-1.2592,-0.4193,3.13,success,1,63.28,70.19,0.1121,0.783,0.311,0.081,42.56,37.35,35.80,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
429,top,0.304,0.662,0.928,17.7,False,-1.0781,-0.1512,2.78,fail_clearcoat_budget,1,64.90,67.64,0.1172,0.844,0.420,0.064,40.36,36.22,35.79,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
430,top,0.279,0.749,0.915,18.0,False,-1.2611,-0.6821,2.77,success,1,70.52,72.87,0.1180,0.897,0.278,0.033,45.86,42.78,35.80,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
431,top,0.338,1.269,0.711,20.7,False,-1.2423,+0.3247,2.45,success,1,66.57,73.13,0.1269,0.917,0.239,0.039,49.10,45.04,35.81,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
432,top,0.303,1.379,0.683,12.7,False,-2.9565,-4.3536,9.33,fail_force_overload,0,53.72,62.02,0.1379,0.959,0.458,0.458,43.75,40.26,35.06,False,True,True,False,True,True,False,spot_repaint_review,model_ppo_curved.pt
433,top,0.292,1.464,0.519,25.9,False,-0.7806,+9.7151,10.47,fail_force_overload,0,65.90,65.90,0.1021,0.749,0.086,0.086,45.14,41.91,24.64,False,True,True,False,True,True,False,spot_repaint_review,model_ppo_curved.pt
434,top,0.404,-1.378,0.439,30.8,False,+3.3537,-0.1674,9.54,fail_force_overload,0,63.99,63.99,0.1272,1.112,0.477,0.477,40.24,36.95,24.36,False,True,True,False,True,True,False,spot_repaint_review,model_ppo_curved.pt
435,top,0.418,-1.260,0.552,24.7,False,-0.1817,+0.0035,0.88,success,1,66.38,72.71,0.1178,0.777,0.546,0.117,48.66,43.87,35.81,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
436,top,0.420,-1.145,0.597,21.0,False,-0.1182,-1.1835,2.15,success,1,66.24,73.10,0.1282,0.803,0.528,0.076,47.90,42.27,35.88,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
437,top,0.421,-1.021,0.622,14.8,False,-0.2643,-0.0058,1.15,success,1,69.36,70.24,0.1118,0.698,0.431,0.054,41.25,38.72,35.81,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
438,top,0.423,-0.901,0.639,14.1,False,-0.4083,-0.2109,1.41,success,1,65.52,72.82,0.1154,0.777,0.214,0.030,47.82,43.46,35.83,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
439,top,0.421,-0.779,0.654,13.1,False,-0.5838,+0.0615,1.45,success,1,73.06,70.17,0.1230,0.760,0.370,0.061,41.91,38.07,35.79,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
440,top,0.422,-0.661,0.666,12.0,False,-0.9198,-0.6901,2.53,fail_quality_regression,2,69.06,61.55,0.1386,1.051,0.220,0.026,40.66,36.15,35.85,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
441,top,0.423,-0.539,0.666,10.1,False,-0.9225,-0.1019,1.94,success,1,63.63,73.20,0.1125,0.730,0.355,0.049,49.15,44.89,35.78,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
442,top,0.419,-0.423,0.662,6.4,False,-0.2402,+0.1415,1.57,success,1,68.57,71.33,0.1198,0.894,0.921,0.253,43.30,39.48,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
443,top,0.413,0.199,0.892,26.4,False,-1.4113,-0.8033,3.15,success,1,61.66,73.09,0.1132,0.693,0.207,0.026,47.42,42.66,35.82,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
444,top,0.410,0.298,0.906,25.4,False,-1.7802,-0.2310,3.08,success,1,65.38,71.88,0.1155,0.762,0.283,0.054,44.70,41.54,35.71,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
445,top,0.401,0.419,0.916,23.3,False,-2.0589,-0.4245,3.21,success,1,68.31,72.87,0.1267,0.822,0.148,0.033,45.89,43.42,35.75,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
446,top,0.400,0.542,0.911,25.7,False,-2.1338,-0.4891,3.17,success,1,60.78,72.44,0.1205,0.796,0.432,0.044,45.48,40.57,35.71,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
447,top,0.413,0.663,0.886,31.8,False,-2.5654,-0.0873,3.62,fail_clearcoat_budget,1,55.73,67.26,0.1204,0.902,0.289,0.037,40.74,35.54,35.63,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
448,top,0.430,0.777,0.851,37.4,False,-2.1974,-0.5283,3.11,success,1,70.10,73.09,0.1185,0.806,0.159,0.028,48.49,44.44,35.77,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
449,top,0.434,0.903,0.808,39.2,False,-0.6505,-0.3032,2.37,success,1,61.77,72.86,0.1217,0.844,0.306,0.046,47.21,44.68,35.81,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
450,top,0.423,1.018,0.768,38.6,False,-0.7786,+0.1949,2.77,success,1,60.49,70.27,0.1172,0.768,0.423,0.084,42.77,37.65,35.76,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
451,top,0.403,1.139,0.735,30.5,False,-2.0684,+0.0273,3.48,success,1,70.54,71.48,0.1134,0.700,0.278,0.073,43.44,39.21,35.70,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
452,top,0.403,1.260,0.692,24.3,False,-4.2396,-0.4779,8.46,success,1,68.60,71.25,0.1207,0.738,0.142,0.019,42.87,37.82,35.63,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
453,top,0.427,1.377,0.576,28.8,False,+3.6244,-3.4326,16.14,fail_force_overload,0,66.03,68.59,0.1478,0.866,0.206,0.094,42.12,38.70,35.02,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
454,top,0.501,-1.245,0.539,28.7,False,-3.2719,-0.3194,3.01,success,1,66.81,72.92,0.1350,1.094,0.124,0.025,46.80,43.93,35.51,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
455,top,0.517,-1.136,0.578,23.6,False,-2.8819,-1.4162,4.92,success,1,72.19,72.61,0.1197,0.749,0.494,0.096,45.95,40.59,35.74,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
456,top,0.544,-1.020,0.593,22.7,False,-2.2676,-0.1191,4.15,fail_quality_regression,2,65.49,62.67,0.1522,1.163,0.260,0.009,41.09,36.21,35.79,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
457,top,0.543,-0.903,0.613,17.0,False,-1.2618,-0.3690,3.95,success,1,66.80,72.84,0.1203,0.902,0.296,0.058,47.39,43.08,35.82,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
458,top,0.540,-0.781,0.626,14.7,False,-0.5860,-0.0163,2.98,success,1,73.66,73.60,0.1183,0.855,0.411,0.040,47.48,43.41,35.75,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
459,top,0.541,-0.661,0.634,15.8,False,-0.3671,-0.2869,2.47,fail_clearcoat_budget,1,63.57,65.26,0.1127,0.760,0.396,0.051,40.28,35.36,35.83,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
460,top,0.539,-0.541,0.638,15.8,False,-0.4444,+0.0515,1.86,success,1,71.46,72.76,0.1223,0.789,0.236,0.019,45.97,41.88,35.80,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
461,top,0.543,-0.422,0.641,15.4,False,-1.1126,-0.0604,2.41,success,1,75.60,74.03,0.1338,0.806,0.173,0.003,48.36,45.97,35.77,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
462,top,0.546,-0.304,0.643,15.4,False,-1.2776,-0.0750,2.38,success,1,73.97,71.02,0.1277,0.853,0.399,0.123,43.01,37.78,35.69,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
463,top,0.567,-0.186,0.639,25.1,False,-0.8915,+0.7058,4.64,success,1,67.97,72.06,0.1197,0.723,0.319,0.050,45.37,40.01,35.92,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
464,top,0.581,-0.062,0.637,32.9,False,+0.3829,-0.2380,5.55,success,1,70.41,71.60,0.1213,0.870,0.187,0.036,44.34,38.85,35.90,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
465,top,0.582,0.058,0.636,37.2,False,-2.8289,+0.0001,2.57,success,1,71.78,73.53,0.1154,0.734,0.489,0.070,49.37,45.22,35.68,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
466,top,0.580,0.163,0.637,42.2,False,-1.7170,-0.0772,1.82,fail_clearcoat_budget,1,69.64,68.74,0.1264,0.826,0.477,0.075,41.27,36.02,35.73,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
467,top,0.576,0.702,0.621,41.4,False,-1.9371,+0.2172,2.83,success,1,62.08,72.83,0.1163,0.731,0.443,0.059,48.83,44.81,35.83,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
468,top,0.573,0.777,0.630,26.1,False,-4.3698,-0.5584,4.30,fail_clearcoat_budget,1,66.95,67.46,0.1112,0.700,0.290,0.029,40.48,35.85,35.70,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
469,top,0.567,0.901,0.636,13.8,False,-3.6967,-0.2686,5.96,success,1,63.45,73.30,0.1192,0.816,0.458,0.070,49.45,45.23,35.50,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
470,top,0.560,1.023,0.632,19.0,False,+0.5127,-0.1175,8.08,success,1,69.42,71.94,0.1222,0.876,0.600,0.189,45.70,40.09,35.88,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
471,top,0.543,1.137,0.626,19.8,False,-0.0036,-0.4671,7.57,success,1,71.87,72.61,0.1216,0.773,0.407,0.049,45.77,41.02,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
