cell_id,region,center_x_m,center_y_m,center_z_m,tilt_deg,is_side,quad_c3,quad_c5,fit_rms_mm,outcome,passes,gu_before,gu_final,ra_final_um,rz_final_um,scratch_before_um,scratch_final_um,clearcoat_initial_um,clearcoat_min_um,temperature_peak_c,gu_target_pass,ra_target_pass,rz_target_pass,scratch_improved,clearcoat_safe,warranty_removal_ok,overall_pass,disposition,checkpoint
110,side_left,-0.652,-0.302,0.419,85.6,True,-0.4116,-0.1802,0.95,success,1,71.58,73.02,0.1199,0.907,0.527,0.100,46.76,42.59,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
111,side_left,-0.640,-0.302,0.538,81.9,True,-0.1886,-0.8986,2.37,success,1,71.20,71.29,0.1202,0.860,0.198,0.011,43.48,38.99,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
112,side_left,-0.628,-0.305,0.607,63.6,True,-0.1445,-7.2057,5.04,fail_force_overload,0,71.92,74.18,0.1437,1.051,0.421,0.177,48.47,44.88,34.46,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
113,side_left,-0.664,-0.181,0.186,89.7,True,-0.1064,-0.1816,0.48,success,1,69.16,70.83,0.1201,0.818,0.205,0.014,42.86,38.37,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
114,side_left,-0.661,-0.181,0.301,86.9,True,-0.1160,-0.2751,0.66,success,1,69.21,70.85,0.1152,0.845,0.327,0.050,42.26,39.08,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
115,side_left,-0.652,-0.181,0.419,84.4,True,+0.0943,-0.1658,0.51,success,1,57.62,71.18,0.1447,1.143,0.938,0.328,49.30,44.28,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
116,side_left,-0.639,-0.181,0.538,83.4,True,+0.1818,-0.5161,1.85,success,1,67.69,72.37,0.1204,0.917,0.365,0.050,46.30,41.15,35.89,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
117,side_left,-0.582,-0.164,0.640,56.2,True,-0.0006,-1.7350,6.02,fail_force_overload,0,65.56,70.67,0.1050,0.848,0.493,0.381,45.61,40.26,35.93,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
118,side_left,-0.663,-0.063,0.185,89.8,True,-0.1104,-0.1421,0.42,success,1,71.98,72.44,0.1148,0.757,0.151,0.015,45.44,40.08,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
119,side_left,-0.660,-0.063,0.301,87.6,True,-0.1111,-0.1586,0.48,success,1,68.03,70.58,0.1147,0.739,0.181,0.024,42.82,39.12,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
120,side_left,-0.654,-0.063,0.419,85.4,True,-0.1466,-0.2846,0.64,success,1,57.26,71.43,0.1265,0.787,0.372,0.048,43.95,39.72,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
121,side_left,-0.641,-0.063,0.538,82.5,True,-0.1692,-1.1429,2.84,success,1,58.68,72.11,0.1061,0.626,0.142,0.024,48.41,43.21,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
122,side_left,-0.561,-0.082,0.670,51.7,True,-0.7561,+2.2844,8.19,fail_force_overload,0,66.49,71.47,0.0859,0.566,0.257,0.080,40.43,37.16,35.95,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
123,side_left,-0.514,-0.035,0.738,51.9,True,-0.7285,-1.4538,1.40,success,1,70.41,71.88,0.1186,0.842,0.350,0.050,44.53,39.74,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
124,side_left,-0.658,0.058,0.186,89.5,True,-0.2631,-0.0979,0.58,success,1,58.35,71.63,0.1236,0.822,0.230,0.034,49.93,45.47,35.83,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
125,side_left,-0.656,0.058,0.300,88.5,True,-0.2419,-0.0562,0.56,success,1,71.02,73.16,0.1106,0.762,0.452,0.049,47.30,42.61,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
126,side_left,-0.652,0.058,0.419,86.4,True,-0.2042,-0.3406,0.81,success,1,66.39,73.56,0.1318,0.915,0.353,0.045,48.93,43.81,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
127,side_left,-0.641,0.058,0.538,81.2,True,-0.1356,-1.5608,3.09,success,1,65.09,72.32,0.1248,0.979,0.725,0.168,47.19,42.21,35.89,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
128,side_left,-0.497,0.056,0.794,51.3,True,-1.4249,-3.1534,1.72,fail_force_overload,0,60.74,67.12,0.1627,1.063,0.329,0.189,41.38,39.57,35.02,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
129,side_left,-0.649,0.182,0.188,89.4,True,+0.0141,-0.0476,0.35,success,1,70.46,72.61,0.1163,0.736,0.418,0.051,44.09,41.58,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
130,side_left,-0.647,0.181,0.300,89.2,True,+0.0028,+0.0398,0.35,fail_clearcoat,1,62.74,64.91,0.1143,0.871,0.445,0.043,40.72,34.95,35.85,False,True,True,True,False,True,False,spot_repaint_review,model_ppo_curved.pt
131,side_left,-0.645,0.181,0.418,88.0,True,-0.0043,-0.3369,0.60,fail_clearcoat_budget,1,67.22,69.29,0.1124,0.683,0.427,0.059,41.66,36.53,35.86,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
132,side_left,-0.635,0.182,0.540,78.2,True,+0.0226,-2.2048,3.66,success,1,72.81,73.02,0.1206,0.878,0.326,0.047,46.44,42.80,35.92,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
133,side_left,-0.601,0.191,0.616,47.5,True,+0.0769,-3.4807,2.84,fail_force_overload,0,60.23,67.20,0.1571,1.000,0.456,0.295,40.18,36.92,34.94,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
134,side_left,-0.471,0.181,0.857,47.9,True,-1.0359,-4.5341,1.92,fail_force_overload,0,72.74,74.29,0.1451,0.882,0.402,0.165,45.06,43.61,34.90,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
135,side_left,-0.640,0.302,0.187,89.3,True,+0.3712,-0.0340,0.62,fail_clearcoat_budget,1,50.12,67.54,0.1285,0.853,0.286,0.046,41.21,36.14,35.87,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
136,side_left,-0.639,0.301,0.299,89.9,True,+0.4318,+0.0816,0.76,success,1,61.16,71.50,0.1267,0.900,0.797,0.289,44.31,41.79,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
137,side_left,-0.639,0.302,0.420,88.9,True,+0.3258,-0.3516,0.44,fail_clearcoat_budget,1,70.71,65.89,0.1196,0.735,0.166,0.044,40.10,35.46,35.87,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
138,side_left,-0.629,0.302,0.542,76.4,True,+0.0470,-2.4090,3.51,success,1,70.44,72.98,0.1192,0.716,0.405,0.048,46.89,42.33,35.94,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
139,side_left,-0.587,0.301,0.626,49.2,True,-0.0607,-1.9823,1.64,success,1,63.87,72.19,0.1181,0.733,0.258,0.062,47.18,41.65,35.90,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
140,side_left,-0.458,0.316,0.879,48.0,True,-0.2429,-5.0281,1.38,fail_force_overload,0,63.89,70.02,0.1415,0.873,0.211,0.145,43.84,40.28,34.80,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
141,side_left,-0.638,0.421,0.187,90.2,True,+0.3641,-0.1092,0.67,success,1,62.01,72.77,0.1179,0.766,0.317,0.035,48.09,42.32,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
142,side_left,-0.638,0.420,0.298,90.2,True,+0.0782,+0.0223,0.56,success,1,67.15,70.11,0.1278,0.929,0.470,0.098,42.20,37.59,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
143,side_left,-0.638,0.421,0.419,89.1,True,+0.0235,-0.4935,0.76,success,1,60.20,72.62,0.1179,0.878,0.395,0.062,48.18,43.13,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
144,side_left,-0.623,0.418,0.541,72.2,True,-0.5010,-1.6620,4.31,success,1,72.91,72.46,0.1152,0.870,0.240,0.035,45.06,41.34,35.89,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
145,side_left,-0.582,0.420,0.625,52.5,True,+0.0724,-1.6851,1.58,success,1,64.59,72.00,0.1371,0.938,0.504,0.132,45.75,40.07,35.90,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
146,side_left,-0.447,0.418,0.888,48.3,True,-0.2392,-4.8002,2.09,fail_force_overload,0,60.31,70.93,0.1572,1.045,0.295,0.140,45.82,42.80,34.57,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
147,side_left,-0.644,0.541,0.188,90.5,True,+0.1839,-0.2426,0.42,success,1,71.48,71.52,0.1130,0.803,0.116,0.021,42.77,38.68,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
148,side_left,-0.643,0.541,0.299,89.3,True,+0.1956,+0.1534,0.89,success,1,61.05,72.25,0.1226,0.749,0.394,0.068,46.10,42.10,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
149,side_left,-0.641,0.540,0.420,86.8,True,+0.1652,-0.5560,1.00,fail_clearcoat,2,62.20,56.09,0.1507,1.159,0.821,0.025,41.24,34.93,36.11,False,True,True,True,False,True,False,spot_repaint_review,model_ppo_curved.pt
150,side_left,-0.618,0.544,0.538,65.6,True,+1.0676,-0.0830,5.59,fail_clearcoat_budget,1,64.67,69.19,0.1213,0.796,0.329,0.035,42.02,36.83,35.89,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
151,side_left,-0.578,0.541,0.625,54.5,True,+0.0111,-0.2652,0.79,success,1,66.34,73.29,0.1197,0.875,0.354,0.059,49.73,44.81,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
152,side_left,-0.445,0.537,0.883,46.3,True,-0.3451,-4.1834,2.00,fail_force_overload,0,58.67,69.21,0.1542,1.004,0.312,0.141,42.52,38.69,34.80,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
153,side_left,-0.653,0.640,0.188,91.8,True,-0.6266,-0.2386,0.80,success,1,58.94,71.54,0.1158,0.817,0.554,0.117,45.66,40.63,35.82,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
154,side_left,-0.654,0.649,0.304,89.0,True,-0.1225,-0.2340,1.13,success,1,68.40,71.97,0.1131,0.841,0.261,0.022,44.30,39.91,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
155,side_left,-0.650,0.659,0.420,85.8,True,+0.1302,-0.4543,1.19,success,1,67.06,73.16,0.1323,0.958,0.474,0.127,48.17,43.66,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
156,side_left,-0.628,0.660,0.540,68.9,True,+0.0287,-2.4539,3.92,fail_clearcoat_budget,1,63.88,69.02,0.1359,1.130,0.724,0.149,42.36,35.87,35.94,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
157,side_left,-0.576,0.647,0.622,52.1,True,+0.7583,-0.8140,1.38,success,1,59.49,73.15,0.1221,0.731,0.591,0.107,49.65,47.22,35.97,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
158,side_left,-0.659,0.748,0.444,88.4,True,-0.5011,-0.7668,1.32,fail_quality_regression,2,60.46,65.78,0.1348,0.942,0.246,0.036,43.05,37.36,35.87,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
159,side_left,-0.646,0.780,0.540,72.8,True,-0.2789,-1.8826,2.98,success,1,59.41,70.22,0.1318,0.980,0.886,0.303,44.27,39.98,35.89,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
160,side_left,-0.621,0.798,0.606,55.8,True,-0.6349,-4.7788,2.64,fail_force_overload,0,71.60,73.22,0.0903,0.623,0.126,0.056,45.80,41.99,35.94,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
161,side_left,-0.652,0.898,0.553,70.4,True,-0.2275,-2.4600,2.50,success,1,68.92,72.07,0.1194,0.865,0.824,0.201,45.38,39.53,35.92,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
162,side_left,-0.614,0.905,0.615,55.2,True,-0.4263,-5.6985,4.67,fail_force_overload,0,64.60,69.95,0.0871,0.684,0.575,0.338,40.43,36.24,35.92,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
163,side_left,-0.650,1.023,0.552,70.3,True,-0.5212,-3.3535,3.93,success,1,74.50,73.25,0.1230,0.790,0.277,0.045,47.87,43.09,35.95,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
164,side_left,-0.523,1.021,0.667,60.6,True,-0.7288,+5.7134,13.36,fail_force_overload,0,71.80,71.62,0.1276,0.989,0.550,0.550,47.01,43.64,35.23,True,True,True,False,True,True,False,spot_repaint_review,model_ppo_curved.pt
165,side_left,-0.474,1.017,0.733,52.9,True,-0.0082,-2.9093,2.40,success,1,58.79,72.24,0.1402,1.073,0.921,0.236,49.99,46.88,35.98,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
166,side_left,-0.644,1.168,0.445,89.1,True,-1.4391,-1.5786,2.60,success,1,60.59,70.05,0.1266,0.921,0.396,0.047,42.12,37.47,35.82,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
167,side_left,-0.628,1.142,0.542,68.6,True,-0.4557,-2.3930,4.59,success,1,73.87,72.56,0.1135,0.719,0.332,0.053,43.94,41.47,35.91,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
168,side_left,-0.494,1.143,0.666,54.8,True,-0.3191,+2.9754,9.95,fail_force_overload,0,73.00,74.99,0.1144,0.788,0.144,0.059,48.67,47.71,35.31,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
169,side_left,-0.601,1.278,0.205,100.1,True,-3.1105,+0.2185,3.58,success,1,72.29,73.58,0.1209,0.715,0.335,0.045,49.60,45.11,35.61,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
170,side_left,-0.619,1.269,0.301,97.2,True,-1.9445,-0.8516,4.51,success,1,73.18,72.85,0.1105,0.698,0.330,0.053,46.53,41.63,35.76,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
171,side_left,-0.619,1.259,0.422,79.9,True,-0.2889,-1.3451,3.08,success,1,65.37,70.90,0.1190,0.820,0.352,0.039,43.21,37.90,35.88,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
172,side_left,-0.582,1.261,0.543,66.5,True,-0.2219,-2.2291,4.19,success,1,56.80,71.42,0.1269,0.957,0.726,0.250,48.19,42.77,35.91,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
173,side_left,-0.460,1.261,0.652,55.3,True,-0.8766,+1.4414,6.44,success,1,63.92,71.47,0.1261,0.795,0.474,0.083,44.25,39.57,35.70,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
174,side_left,-0.547,1.366,0.205,93.9,True,-1.3253,+0.7533,2.68,fail_clearcoat_budget,1,65.29,69.06,0.1290,0.868,0.198,0.020,41.14,35.97,35.78,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
175,side_left,-0.573,1.365,0.309,100.1,True,-1.7020,-0.6821,3.36,success,1,62.71,72.58,0.1302,0.963,0.808,0.282,48.56,45.06,35.79,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
176,side_left,-0.573,1.372,0.414,82.1,True,-1.8827,-2.4839,6.77,success,1,58.53,71.44,0.1102,0.662,0.484,0.074,44.10,39.53,35.82,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
177,side_left,-0.547,1.343,0.533,66.5,True,-2.4665,-2.3041,5.82,success,1,73.08,73.43,0.1096,0.678,0.480,0.051,47.22,43.61,35.78,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
178,side_left,-0.408,1.364,0.639,61.1,True,-2.0320,-1.1127,6.40,success,1,54.69,70.38,0.1235,0.863,0.395,0.055,42.71,38.91,35.58,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
179,side_right,-0.024,-1.473,0.414,87.0,True,-5.8946,+6.0944,37.49,fail_force_overload,0,68.14,68.14,0.1214,0.960,0.537,0.537,43.61,43.60,24.11,False,True,True,False,True,True,False,spot_repaint_review,model_ppo_curved.pt
180,side_right,0.508,-1.350,0.315,96.8,True,-1.5466,-1.8564,4.84,success,1,69.08,72.93,0.1215,0.861,0.385,0.038,46.94,43.14,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
181,side_right,0.381,-1.369,0.389,85.5,True,-0.9918,-11.5669,50.32,fail_force_overload,0,67.60,67.61,0.1330,1.021,0.383,0.383,48.81,45.97,23.22,False,True,True,False,True,True,False,spot_repaint_review,model_ppo_curved.pt
182,side_right,0.569,-1.254,0.179,96.3,True,-2.2049,-1.1243,5.01,success,1,70.06,70.37,0.1234,0.936,0.379,0.036,41.54,38.19,35.82,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
183,side_right,0.573,-1.260,0.305,95.5,True,-1.2449,-0.2437,3.20,success,1,66.97,73.25,0.1165,0.758,0.168,0.019,48.82,44.18,35.81,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
184,side_right,0.577,-1.257,0.390,75.5,True,-1.5047,-3.4218,4.12,fail_force_overload,0,65.77,70.24,0.1467,0.998,0.490,0.320,42.60,40.06,34.95,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
185,side_right,0.537,-1.226,0.522,57.0,True,+0.1687,-5.1312,3.25,fail_force_overload,0,68.04,71.92,0.1516,0.853,0.230,0.098,48.13,45.00,34.84,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
186,side_right,0.520,-1.183,0.181,99.4,True,-4.8806,-0.3602,68.52,success,1,69.22,73.16,0.1118,0.714,0.576,0.108,47.57,41.83,35.45,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
187,side_right,0.610,-1.178,0.305,98.2,True,-4.1092,-0.5708,2.80,success,1,71.68,73.79,0.1189,0.822,0.276,0.033,48.59,44.83,35.75,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
188,side_right,0.619,-1.148,0.426,80.8,True,-1.3912,-2.1725,4.17,success,1,71.33,71.20,0.1174,0.861,0.188,0.019,42.81,38.29,35.89,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
189,side_right,0.583,-1.136,0.524,58.2,True,-0.4390,-1.9187,3.55,success,1,71.88,73.87,0.1219,0.840,0.282,0.042,49.31,46.83,35.89,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
190,side_right,0.630,-1.033,0.524,65.2,True,-0.9220,-3.2198,4.33,success,1,58.93,71.35,0.1228,0.795,0.468,0.081,44.39,40.39,36.09,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
191,side_right,0.638,-0.892,0.552,66.9,True,-0.8408,-4.2347,4.32,fail_force_overload,0,71.96,72.08,0.1647,0.963,0.411,0.281,40.80,37.57,34.79,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
192,side_right,0.639,-0.778,0.544,71.1,True,+0.0374,-1.7130,3.31,success,1,72.13,72.50,0.1182,0.719,0.267,0.046,45.31,40.91,35.92,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
193,side_right,0.666,-0.607,0.192,89.7,True,-0.3965,-0.4116,0.58,fail_clearcoat_budget,1,62.71,68.31,0.1254,0.881,0.884,0.159,41.03,35.78,35.84,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
194,side_right,0.662,-0.616,0.308,86.9,True,-0.4483,-0.1085,0.67,success,1,71.13,72.75,0.1271,0.883,0.308,0.035,46.22,41.15,35.82,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
195,side_right,0.655,-0.646,0.428,85.1,True,+0.1238,-0.4191,0.92,success,1,60.63,73.04,0.1231,0.896,0.423,0.070,49.06,43.76,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
196,side_right,0.636,-0.661,0.537,75.6,True,+0.4741,-0.6004,1.48,fail_clearcoat_budget,1,69.70,68.26,0.1159,0.836,0.413,0.057,40.87,36.40,35.95,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
197,side_right,0.617,-0.663,0.605,63.1,True,+0.1143,-7.3790,6.45,fail_force_overload,0,62.96,67.48,0.1267,0.752,0.162,0.091,45.53,41.67,34.87,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
198,side_right,0.664,-0.539,0.186,88.2,True,-0.2052,-0.3694,0.76,success,1,62.60,70.50,0.1230,0.964,0.255,0.048,41.93,39.39,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
199,side_right,0.658,-0.538,0.300,87.5,True,-0.0151,+0.1424,0.89,success,1,73.46,71.32,0.1151,0.710,0.177,0.034,43.17,37.75,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
200,side_right,0.653,-0.538,0.419,85.1,True,+0.0575,-0.5480,1.18,fail_quality_regression,2,65.71,62.07,0.1552,1.304,0.482,0.046,40.86,36.13,35.90,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
201,side_right,0.637,-0.539,0.538,79.4,True,+0.0537,-0.9532,1.80,success,1,67.23,72.35,0.1371,0.928,0.347,0.060,45.94,41.05,35.89,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
202,side_right,0.621,-0.541,0.606,63.8,True,+0.1012,-7.3195,6.36,fail_force_overload,0,75.19,74.78,0.1355,0.826,0.408,0.228,45.90,43.92,34.87,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
203,side_right,0.661,-0.418,0.185,86.3,True,+0.2502,-0.0826,0.79,success,1,62.98,73.14,0.1120,0.727,0.118,0.016,48.12,43.39,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
204,side_right,0.655,-0.420,0.300,88.7,True,+0.4198,+0.0450,0.78,success,1,69.93,72.40,0.1201,0.927,0.128,0.029,46.37,41.02,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
205,side_right,0.652,-0.424,0.412,87.9,True,+0.3595,-0.1451,1.30,success,1,65.12,72.20,0.1325,0.946,0.368,0.088,46.45,41.09,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
206,side_right,0.641,-0.421,0.538,79.8,True,-0.1905,-1.2162,2.46,success,1,62.61,70.50,0.1149,0.817,0.524,0.078,43.34,38.15,35.89,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
207,side_right,0.626,-0.419,0.607,62.8,True,+0.0645,-6.7620,5.54,fail_force_overload,0,63.26,70.78,0.1519,0.872,0.144,0.051,47.99,46.83,34.83,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
208,side_right,0.663,-0.300,0.186,89.1,True,+0.0205,-0.1435,0.53,success,1,62.38,72.95,0.1197,0.780,0.303,0.038,47.87,41.77,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
209,side_right,0.660,-0.302,0.301,88.3,True,-0.2104,-0.1685,0.65,fail_clearcoat_budget,1,59.92,66.00,0.1059,0.770,0.296,0.054,40.56,35.68,35.85,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
210,side_right,0.654,-0.301,0.420,85.5,True,-0.3843,-0.1830,0.94,fail_clearcoat_budget,1,64.43,68.85,0.1188,0.797,0.299,0.045,41.06,36.81,35.85,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
211,side_right,0.642,-0.302,0.538,82.1,True,-0.1643,-0.9050,2.49,success,1,63.51,72.93,0.1150,0.727,0.234,0.034,47.37,43.43,35.88,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
212,side_right,0.630,-0.304,0.607,62.2,True,-0.1466,-7.2519,5.41,fail_force_overload,0,68.63,71.20,0.1693,0.917,0.339,0.284,49.31,46.44,34.81,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
213,side_right,0.664,-0.181,0.186,89.7,True,-0.0973,-0.1802,0.45,success,1,68.21,72.71,0.1127,0.735,0.285,0.036,46.63,40.88,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
214,side_right,0.661,-0.181,0.301,87.0,True,-0.0670,-0.2399,0.56,success,1,69.81,72.17,0.1233,0.955,0.260,0.024,45.22,39.36,35.84,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
215,side_right,0.653,-0.181,0.419,84.6,True,+0.0907,-0.2083,0.49,success,1,67.52,72.65,0.1211,0.801,0.260,0.044,48.31,43.61,35.86,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
216,side_right,0.640,-0.181,0.538,83.3,True,+0.1606,-0.6776,2.33,success,1,74.33,73.49,0.1212,0.907,0.275,0.042,46.73,43.98,35.87,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
217,side_right,0.580,-0.164,0.641,55.2,True,-0.0230,-1.4157,5.98,fail_force_overload,0,64.68,71.93,0.0882,0.684,0.469,0.311,48.14,46.79,36.00,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
218,side_right,0.663,-0.063,0.185,89.8,True,-0.0870,-0.1399,0.41,success,1,70.86,71.51,0.1172,0.672,0.399,0.082,44.09,38.89,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
219,side_right,0.660,-0.063,0.301,87.8,True,-0.1008,-0.1222,0.44,success,1,60.88,72.43,0.1168,0.775,0.468,0.082,47.95,42.33,35.83,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
220,side_right,0.654,-0.063,0.420,85.5,True,-0.1521,-0.3165,0.66,fail_clearcoat_budget,1,59.22,66.58,0.1175,0.856,0.429,0.062,40.27,35.86,35.85,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
221,side_right,0.642,-0.063,0.538,82.3,True,-0.1620,-1.1567,2.93,success,1,68.38,70.59,0.1175,0.730,0.348,0.042,42.27,37.56,35.89,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
222,side_right,0.559,-0.082,0.670,51.7,True,-0.8796,+2.2543,7.94,fail_force_overload,0,69.65,72.84,0.0953,0.789,0.542,0.360,42.73,39.98,35.66,True,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
223,side_right,0.512,-0.035,0.740,51.7,True,-0.6986,-1.7414,1.46,fail_clearcoat_budget,1,68.30,68.65,0.1128,0.764,0.496,0.097,41.67,36.29,35.93,False,True,True,True,True,True,False,rework_candidate,model_ppo_curved.pt
224,side_right,0.658,0.058,0.186,89.5,True,-0.2749,-0.0956,0.60,fail_quality_regression,2,65.70,63.57,0.1539,1.233,0.359,0.023,42.40,35.64,35.87,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
225,side_right,0.656,0.058,0.300,88.5,True,-0.2507,-0.0544,0.58,fail_clearcoat_budget,1,67.45,68.58,0.1329,0.792,0.412,0.029,41.38,35.99,35.81,False,True,True,True,True,True,False,spot_repaint_review,model_ppo_curved.pt
226,side_right,0.652,0.058,0.419,86.5,True,-0.2104,-0.3412,0.83,success,1,68.91,73.07,0.1209,0.765,0.121,0.025,45.71,43.27,35.85,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
227,side_right,0.640,0.058,0.539,80.2,True,-0.1666,-1.7040,3.43,success,1,65.61,71.06,0.1309,0.866,0.349,0.075,41.78,39.24,35.90,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
228,side_right,0.495,0.056,0.795,51.0,True,-1.5156,-3.4438,1.82,success,1,59.62,72.76,0.1187,0.798,0.312,0.040,48.93,43.78,35.94,True,True,True,True,True,True,True,pass,model_ppo_curved.pt
